gemeinde;bezirk;nationalitaet;konfession;anzahl_personen;prozent_personen
Ormalingen;Bezirk Sissach;Schweiz;Römisch-katholisch;275;9.137700157168442e-4
Ormalingen;Bezirk Sissach;Schweiz;Christkatholisch;5;1.6614000285760806e-5
Ormalingen;Bezirk Sissach;Schweiz;Unbekannt;646;0.002146528836920296
Ormalingen;Bezirk Sissach;Ausland;Evangelisch-reformiert;21;6.977880120019538e-5
Ormalingen;Bezirk Sissach;Ausland;Römisch-katholisch;81;2.6914680462932503e-4
Ormalingen;Bezirk Sissach;Ausland;Christkatholisch;12;3.987360068582593e-5
Ormalingen;Bezirk Sissach;Ausland;Unbekannt;219;7.276932125163233e-4
Rickenbach (BL);Bezirk Sissach;Schweiz;Evangelisch-reformiert;276;9.170928157739964e-4
Rickenbach (BL);Bezirk Sissach;Schweiz;Römisch-katholisch;87;2.89083604972238e-4
Rickenbach (BL);Bezirk Sissach;Schweiz;Christkatholisch;2;6.645600114304322e-6
Rickenbach (BL);Bezirk Sissach;Schweiz;Unbekannt;153;5.083884087442806e-4
Rickenbach (BL);Bezirk Sissach;Ausland;Evangelisch-reformiert;3;9.968400171456483e-6
Rickenbach (BL);Bezirk Sissach;Ausland;Römisch-katholisch;17;5.6487600971586734e-5
Rickenbach (BL);Bezirk Sissach;Ausland;Unbekannt;36;1.1962080205747779e-4
Rothenfluh;Bezirk Sissach;Schweiz;Evangelisch-reformiert;398;0.0013224744227465601
Rothenfluh;Bezirk Sissach;Schweiz;Römisch-katholisch;62;2.06013603543434e-4
Rothenfluh;Bezirk Sissach;Schweiz;Unbekannt;217;7.210476124020189e-4
Rothenfluh;Bezirk Sissach;Ausland;Evangelisch-reformiert;7;2.3259600400065126e-5
Rothenfluh;Bezirk Sissach;Ausland;Römisch-katholisch;19;6.313320108589106e-5
Rothenfluh;Bezirk Sissach;Ausland;Unbekannt;112;3.72153606401042e-4
Rümlingen;Bezirk Sissach;Schweiz;Evangelisch-reformiert;159;5.283252090871936e-4
Rümlingen;Bezirk Sissach;Schweiz;Römisch-katholisch;49;1.628172028004559e-4
Rümlingen;Bezirk Sissach;Schweiz;Christkatholisch;1;3.322800057152161e-6
Rümlingen;Bezirk Sissach;Schweiz;Unbekannt;138;4.585464078869982e-4
Rümlingen;Bezirk Sissach;Ausland;Evangelisch-reformiert;4;1.3291200228608643e-5
Rümlingen;Bezirk Sissach;Ausland;Römisch-katholisch;18;5.9810401028738895e-5
Rümlingen;Bezirk Sissach;Ausland;Christkatholisch;2;6.645600114304322e-6
Rümlingen;Bezirk Sissach;Ausland;Unbekannt;68;2.2595040388634694e-4
Rünenberg;Bezirk Sissach;Schweiz;Evangelisch-reformiert;385;0.001279278022003582
Rünenberg;Bezirk Sissach;Schweiz;Römisch-katholisch;86;2.8576080491508584e-4
Rünenberg;Bezirk Sissach;Schweiz;Christkatholisch;1;3.322800057152161e-6
Rünenberg;Bezirk Sissach;Schweiz;Unbekannt;245;8.140860140022795e-4
Rünenberg;Bezirk Sissach;Ausland;Evangelisch-reformiert;8;2.6582400457217287e-5
Rünenberg;Bezirk Sissach;Ausland;Römisch-katholisch;15;4.984200085728241e-5
Rünenberg;Bezirk Sissach;Ausland;Unbekannt;58;1.9272240331482535e-4
Sissach;Bezirk Sissach;Schweiz;Evangelisch-reformiert;2640;0.008772192150881705
Sissach;Bezirk Sissach;Schweiz;Römisch-katholisch;816;0.0027114048466361632
Sissach;Bezirk Sissach;Schweiz;Christkatholisch;16;5.3164800914434574e-5
Sissach;Bezirk Sissach;Schweiz;Unbekannt;2128;0.007070918521619798
Sissach;Bezirk Sissach;Ausland;Evangelisch-reformiert;57;1.8939960325767318e-4
Sissach;Bezirk Sissach;Ausland;Römisch-katholisch;321;0.0010666188183458436
Sissach;Bezirk Sissach;Ausland;Christkatholisch;4;1.3291200228608643e-5
Sissach;Bezirk Sissach;Ausland;Unbekannt;912;0.003030393652122771
Tecknau;Bezirk Sissach;Schweiz;Evangelisch-reformiert;234;7.775352133736057e-4
Tecknau;Bezirk Sissach;Schweiz;Römisch-katholisch;83;2.7579240474362936e-4
Tecknau;Bezirk Sissach;Schweiz;Christkatholisch;1;3.322800057152161e-6
Tecknau;Bezirk Sissach;Schweiz;Unbekannt;232;7.708896132593014e-4
Tecknau;Bezirk Sissach;Ausland;Evangelisch-reformiert;14;4.651920080013025e-5
Tecknau;Bezirk Sissach;Ausland;Römisch-katholisch;38;1.262664021717821e-4
Tecknau;Bezirk Sissach;Ausland;Christkatholisch;2;6.645600114304322e-6
Tecknau;Bezirk Sissach;Ausland;Unbekannt;208;6.911424118876495e-4
Tenniken;Bezirk Sissach;Schweiz;Evangelisch-reformiert;453;0.001505228425889929
Tenniken;Bezirk Sissach;Schweiz;Römisch-katholisch;81;2.6914680462932503e-4
Tenniken;Bezirk Sissach;Schweiz;Christkatholisch;1;3.322800057152161e-6
Tenniken;Bezirk Sissach;Schweiz;Unbekannt;281;9.337068160597573e-4
Tenniken;Bezirk Sissach;Ausland;Evangelisch-reformiert;14;4.651920080013025e-5
Tenniken;Bezirk Sissach;Ausland;Römisch-katholisch;25;8.307000142880403e-5
Tenniken;Bezirk Sissach;Ausland;Unbekannt;96;3.1898880548660746e-4
Thürnen;Bezirk Sissach;Schweiz;Evangelisch-reformiert;546;0.0018142488312050799
Thürnen;Bezirk Sissach;Schweiz;Römisch-katholisch;162;5.382936092586501e-4
Thürnen;Bezirk Sissach;Schweiz;Christkatholisch;1;3.322800057152161e-6
Thürnen;Bezirk Sissach;Schweiz;Unbekannt;408;0.0013557024233180816
Thürnen;Bezirk Sissach;Ausland;Evangelisch-reformiert;8;2.6582400457217287e-5
Thürnen;Bezirk Sissach;Ausland;Römisch-katholisch;87;2.89083604972238e-4
Thürnen;Bezirk Sissach;Ausland;Christkatholisch;3;9.968400171456483e-6
Thürnen;Bezirk Sissach;Ausland;Unbekannt;248;8.24054414173736e-4
Wenslingen;Bezirk Sissach;Schweiz;Evangelisch-reformiert;381;0.0012659868217749734
Wenslingen;Bezirk Sissach;Schweiz;Römisch-katholisch;52;1.7278560297191237e-4
Wenslingen;Bezirk Sissach;Schweiz;Christkatholisch;1;3.322800057152161e-6
Wenslingen;Bezirk Sissach;Schweiz;Unbekannt;226;7.509528129163884e-4
Wenslingen;Bezirk Sissach;Ausland;Evangelisch-reformiert;7;2.3259600400065126e-5
Wenslingen;Bezirk Sissach;Ausland;Römisch-katholisch;3;9.968400171456483e-6
Wenslingen;Bezirk Sissach;Ausland;Unbekannt;41;1.362348023432386e-4
Wintersingen;Bezirk Sissach;Schweiz;Evangelisch-reformiert;273;9.071244156025399e-4
Wintersingen;Bezirk Sissach;Schweiz;Römisch-katholisch;58;1.9272240331482535e-4
Wintersingen;Bezirk Sissach;Schweiz;Christkatholisch;9;2.9905200514369447e-5
Wintersingen;Bezirk Sissach;Schweiz;Unbekannt;193;6.413004110303671e-4
Wintersingen;Bezirk Sissach;Ausland;Evangelisch-reformiert;5;1.6614000285760806e-5
Wintersingen;Bezirk Sissach;Ausland;Römisch-katholisch;24;7.974720137165186e-5
Wintersingen;Bezirk Sissach;Ausland;Unbekannt;50;1.6614000285760806e-4
Wittinsburg;Bezirk Sissach;Schweiz;Evangelisch-reformiert;280;9.303840160026051e-4
Wittinsburg;Bezirk Sissach;Schweiz;Römisch-katholisch;22;7.310160125734754e-5
Wittinsburg;Bezirk Sissach;Schweiz;Unbekannt;120;3.987360068582593e-4
Wittinsburg;Bezirk Sissach;Ausland;Evangelisch-reformiert;1;3.322800057152161e-6
Wittinsburg;Bezirk Sissach;Ausland;Römisch-katholisch;4;1.3291200228608643e-5
Wittinsburg;Bezirk Sissach;Ausland;Unbekannt;26;8.639280148595618e-5
Zeglingen;Bezirk Sissach;Schweiz;Evangelisch-reformiert;302;0.0010034856172599527
Zeglingen;Bezirk Sissach;Schweiz;Römisch-katholisch;36;1.1962080205747779e-4
Zeglingen;Bezirk Sissach;Schweiz;Unbekannt;132;4.3860960754408526e-4
Zeglingen;Bezirk Sissach;Ausland;Römisch-katholisch;4;1.3291200228608643e-5
Zeglingen;Bezirk Sissach;Ausland;Unbekannt;46;1.528488026289994e-4
Zunzgen;Bezirk Sissach;Schweiz;Evangelisch-reformiert;1028;0.0034158384587524215
Zunzgen;Bezirk Sissach;Schweiz;Römisch-katholisch;310;0.0010300680177171698
Zunzgen;Bezirk Sissach;Schweiz;Christkatholisch;3;9.968400171456483e-6
Zunzgen;Bezirk Sissach;Schweiz;Unbekannt;840;0.002791152048007815
Zunzgen;Bezirk Sissach;Ausland;Evangelisch-reformiert;23;7.64244013144997e-5
Zunzgen;Bezirk Sissach;Ausland;Römisch-katholisch;175;5.814900100016282e-4
Zunzgen;Bezirk Sissach;Ausland;Unbekannt;390;0.0012958920222893428
Arboldswil;Bezirk Waldenburg;Schweiz;Evangelisch-reformiert;299;9.935172170884962e-4
Arboldswil;Bezirk Waldenburg;Schweiz;Römisch-katholisch;31;1.03006801771717e-4
Arboldswil;Bezirk Waldenburg;Schweiz;Christkatholisch;1;3.322800057152161e-6
Arboldswil;Bezirk Waldenburg;Schweiz;Unbekannt;189;6.280092108017584e-4
Arboldswil;Bezirk Waldenburg;Ausland;Evangelisch-reformiert;6;1.9936800342912966e-5
Arboldswil;Bezirk Waldenburg;Ausland;Römisch-katholisch;8;2.6582400457217287e-5
Arboldswil;Bezirk Waldenburg;Ausland;Unbekannt;49;1.628172028004559e-4
Bennwil;Bezirk Waldenburg;Schweiz;Evangelisch-reformiert;378;0.0012560184216035169
Bennwil;Bezirk Waldenburg;Schweiz;Römisch-katholisch;70;2.3259600400065127e-4
Bennwil;Bezirk Waldenburg;Schweiz;Christkatholisch;1;3.322800057152161e-6
Bennwil;Bezirk Waldenburg;Schweiz;Unbekannt;182;6.047496104016933e-4
Bennwil;Bezirk Waldenburg;Ausland;Evangelisch-reformiert;5;1.6614000285760806e-5
Bennwil;Bezirk Waldenburg;Ausland;Römisch-katholisch;7;2.3259600400065126e-5
Bennwil;Bezirk Waldenburg;Ausland;Unbekannt;49;1.628172028004559e-4
Bretzwil;Bezirk Waldenburg;Schweiz;Evangelisch-reformiert;323;0.001073264418460148
Bretzwil;Bezirk Waldenburg;Schweiz;Römisch-katholisch;82;2.724696046864772e-4
Bretzwil;Bezirk Waldenburg;Schweiz;Unbekannt;273;9.071244156025399e-4
Bretzwil;Bezirk Waldenburg;Ausland;Evangelisch-reformiert;9;2.9905200514369447e-5
Bretzwil;Bezirk Waldenburg;Ausland;Römisch-katholisch;7;2.3259600400065126e-5
Bretzwil;Bezirk Waldenburg;Ausland;Unbekannt;55;1.8275400314336884e-4
Diegten;Bezirk Waldenburg;Schweiz;Evangelisch-reformiert;723;0.0024023844413210123
Diegten;Bezirk Waldenburg;Schweiz;Römisch-katholisch;175;5.814900100016282e-4
Diegten;Bezirk Waldenburg;Schweiz;Christkatholisch;4;1.3291200228608643e-5
Diegten;Bezirk Waldenburg;Schweiz;Unbekannt;538;0.0017876664307478625
Diegten;Bezirk Waldenburg;Ausland;Evangelisch-reformiert;10;3.322800057152161e-5
Diegten;Bezirk Waldenburg;Ausland;Römisch-katholisch;54;1.794312030862167e-4
Diegten;Bezirk Waldenburg;Ausland;Christkatholisch;4;1.3291200228608643e-5
Diegten;Bezirk Waldenburg;Ausland;Unbekannt;160;5.316480091443458e-4
Eptingen;Bezirk Waldenburg;Schweiz;Evangelisch-reformiert;277;9.204156158311486e-4
Eptingen;Bezirk Waldenburg;Schweiz;Römisch-katholisch;58;1.9272240331482535e-4
Eptingen;Bezirk Waldenburg;Schweiz;Christkatholisch;2;6.645600114304322e-6
Eptingen;Bezirk Waldenburg;Schweiz;Unbekannt;156;5.183568089157371e-4
Eptingen;Bezirk Waldenburg;Ausland;Evangelisch-reformiert;6;1.9936800342912966e-5
Eptingen;Bezirk Waldenburg;Ausland;Römisch-katholisch;20;6.645600114304322e-5
Eptingen;Bezirk Waldenburg;Ausland;Christkatholisch;1;3.322800057152161e-6
Eptingen;Bezirk Waldenburg;Ausland;Unbekannt;56;1.86076803200521e-4
Hölstein;Bezirk Waldenburg;Schweiz;Evangelisch-reformiert;954;0.0031699512545231615
Hölstein;Bezirk Waldenburg;Schweiz;Römisch-katholisch;327;0.0010865556186887566
Hölstein;Bezirk Waldenburg;Schweiz;Christkatholisch;5;1.6614000285760806e-5
Hölstein;Bezirk Waldenburg;Schweiz;Unbekannt;820;0.002724696046864772
Hölstein;Bezirk Waldenburg;Ausland;Evangelisch-reformiert;35;1.1629800200032564e-4
Hölstein;Bezirk Waldenburg;Ausland;Römisch-katholisch;131;0.00043528680748693307
Hölstein;Bezirk Waldenburg;Ausland;Unbekannt;417;0.001385607623832451
Lampenberg;Bezirk Waldenburg;Schweiz;Evangelisch-reformiert;297;9.868716169741918e-4
Lampenberg;Bezirk Waldenburg;Schweiz;Römisch-katholisch;85;2.824380048579337e-4
Lampenberg;Bezirk Waldenburg;Schweiz;Unbekannt;141;4.685148080584547e-4
Lampenberg;Bezirk Waldenburg;Ausland;Evangelisch-reformiert;6;1.9936800342912966e-5
Lampenberg;Bezirk Waldenburg;Ausland;Römisch-katholisch;10;3.322800057152161e-5
Lampenberg;Bezirk Waldenburg;Ausland;Unbekannt;30;9.968400171456483e-5
Langenbruck;Bezirk Waldenburg;Schweiz;Evangelisch-reformiert;336;0.001116460819203126
Langenbruck;Bezirk Waldenburg;Schweiz;Römisch-katholisch;107;3.555396061152812e-4
Langenbruck;Bezirk Waldenburg;Schweiz;Christkatholisch;5;1.6614000285760806e-5
Langenbruck;Bezirk Waldenburg;Schweiz;Unbekannt;343;0.0011397204196031913
Langenbruck;Bezirk Waldenburg;Ausland;Evangelisch-reformiert;17;5.6487600971586734e-5
Langenbruck;Bezirk Waldenburg;Ausland;Römisch-katholisch;50;1.6614000285760806e-4
Langenbruck;Bezirk Waldenburg;Ausland;Christkatholisch;2;6.645600114304322e-6
Langenbruck;Bezirk Waldenburg;Ausland;Unbekannt;150;4.984200085728242e-4
Lauwil;Bezirk Waldenburg;Schweiz;Evangelisch-reformiert;150;4.984200085728242e-4
Lauwil;Bezirk Waldenburg;Schweiz;Römisch-katholisch;24;7.974720137165186e-5
Lauwil;Bezirk Waldenburg;Schweiz;Unbekannt;111;3.688308063438899e-4
Lauwil;Bezirk Waldenburg;Ausland;Evangelisch-reformiert;4;1.3291200228608643e-5
Lauwil;Bezirk Waldenburg;Ausland;Römisch-katholisch;2;6.645600114304322e-6
Lauwil;Bezirk Waldenburg;Ausland;Christkatholisch;2;6.645600114304322e-6
Lauwil;Bezirk Waldenburg;Ausland;Unbekannt;27;8.971560154310835e-5
Liedertswil;Bezirk Waldenburg;Schweiz;Evangelisch-reformiert;90;2.990520051436945e-4
Liedertswil;Bezirk Waldenburg;Schweiz;Römisch-katholisch;19;6.313320108589106e-5
Liedertswil;Bezirk Waldenburg;Schweiz;Unbekannt;32;1.0632960182886915e-4
Liedertswil;Bezirk Waldenburg;Ausland;Römisch-katholisch;2;6.645600114304322e-6
Liedertswil;Bezirk Waldenburg;Ausland;Unbekannt;8;2.6582400457217287e-5
Niederdorf;Bezirk Waldenburg;Schweiz;Evangelisch-reformiert;631;0.0020966868360630135
Niederdorf;Bezirk Waldenburg;Schweiz;Römisch-katholisch;249;8.27377214230888e-4
Niederdorf;Bezirk Waldenburg;Schweiz;Christkatholisch;1;3.322800057152161e-6
Niederdorf;Bezirk Waldenburg;Schweiz;Unbekannt;450;0.0014952600257184725
Niederdorf;Bezirk Waldenburg;Ausland;Evangelisch-reformiert;13;4.319640074297809e-5
Niederdorf;Bezirk Waldenburg;Ausland;Römisch-katholisch;154;5.117112088014328e-4
Niederdorf;Bezirk Waldenburg;Ausland;Christkatholisch;2;6.645600114304322e-6
Niederdorf;Bezirk Waldenburg;Ausland;Unbekannt;330;0.001096524018860213
Oberdorf (BL);Bezirk Waldenburg;Schweiz;Evangelisch-reformiert;941;0.0031267548537801835
Oberdorf (BL);Bezirk Waldenburg;Schweiz;Römisch-katholisch;332;0.0011031696189745175
Oberdorf (BL);Bezirk Waldenburg;Schweiz;Christkatholisch;5;1.6614000285760806e-5
Oberdorf (BL);Bezirk Waldenburg;Schweiz;Unbekannt;651;0.002163142837206057
Oberdorf (BL);Bezirk Waldenburg;Ausland;Evangelisch-reformiert;22;7.310160125734754e-5
Oberdorf (BL);Bezirk Waldenburg;Ausland;Römisch-katholisch;154;5.117112088014328e-4
Oberdorf (BL);Bezirk Waldenburg;Ausland;Christkatholisch;1;3.322800057152161e-6
Oberdorf (BL);Bezirk Waldenburg;Ausland;Unbekannt;451;0.0014985828257756246
Reigoldswil;Bezirk Waldenburg;Schweiz;Evangelisch-reformiert;767;0.0025485876438357076
Reigoldswil;Bezirk Waldenburg;Schweiz;Römisch-katholisch;127;4.2199560725832445e-4
Reigoldswil;Bezirk Waldenburg;Schweiz;Christkatholisch;2;6.645600114304322e-6
Reigoldswil;Bezirk Waldenburg;Schweiz;Unbekannt;509;0.0016913052290904499
Reigoldswil;Bezirk Waldenburg;Ausland;Evangelisch-reformiert;19;6.313320108589106e-5
Reigoldswil;Bezirk Waldenburg;Ausland;Römisch-katholisch;24;7.974720137165186e-5
Reigoldswil;Bezirk Waldenburg;Ausland;Unbekannt;165;5.482620094301065e-4
Titterten;Bezirk Waldenburg;Schweiz;Evangelisch-reformiert;212;7.044336121162581e-4
Titterten;Bezirk Waldenburg;Schweiz;Römisch-katholisch;29;9.636120165741267e-5
Titterten;Bezirk Waldenburg;Schweiz;Unbekannt;149;4.95097208515672e-4
Titterten;Bezirk Waldenburg;Ausland;Evangelisch-reformiert;5;1.6614000285760806e-5
Titterten;Bezirk Waldenburg;Ausland;Römisch-katholisch;9;2.9905200514369447e-5
Titterten;Bezirk Waldenburg;Ausland;Unbekannt;41;1.362348023432386e-4
Waldenburg;Bezirk Waldenburg;Schweiz;Evangelisch-reformiert;323;0.001073264418460148
Waldenburg;Bezirk Waldenburg;Schweiz;Römisch-katholisch;123;4.087044070297158e-4
Waldenburg;Bezirk Waldenburg;Schweiz;Christkatholisch;1;3.322800057152161e-6
Waldenburg;Bezirk Waldenburg;Schweiz;Unbekannt;327;0.0010865556186887566
Waldenburg;Bezirk Waldenburg;Ausland;Evangelisch-reformiert;17;5.6487600971586734e-5
Waldenburg;Bezirk Waldenburg;Ausland;Römisch-katholisch;101;3.3560280577236827e-4
Waldenburg;Bezirk Waldenburg;Ausland;Christkatholisch;1;3.322800057152161e-6
Waldenburg;Bezirk Waldenburg;Ausland;Unbekannt;260;8.639280148595618e-4
