id_name,category,price_chf,old_price,sellable_online,link,other_colors,description,designer,width,length,depth
80155205_STIG,Bar furniture,17.25,No old price,TRUE,https://www.ikea.com/sa/en/p/stig-bar-stool-with-backrest-black-silver-colour-80155205/,Yes,"Bar stool with backrest,          74 cm",Henrik Preutz,50,100,60
30180504_NORBERG,Bar furniture,56.25,No old price,TRUE,https://www.ikea.com/sa/en/p/norberg-wall-mounted-drop-leaf-table-white-30180504/,No,"Wall-mounted drop-leaf table,          74x60 cm",Marcus Arvonen,60,43,74
10122647_INGOLF,Bar furniture,86.25,No old price,TRUE,https://www.ikea.com/sa/en/p/ingolf-bar-stool-with-backrest-white-10122647/,No,"Bar stool with backrest,          63 cm",Carina Bengs,45,91,40
70404875_FRANKLIN,Bar furniture,32.25,No old price,TRUE,https://www.ikea.com/sa/en/p/franklin-bar-stool-with-backrest-foldable-white-white-70404875/,No,"Bar stool with backrest, foldable,          63 cm",K Hagberg/M Hagberg,44,95,50
50406465_FRANKLIN,Bar furniture,32.25,No old price,TRUE,https://www.ikea.com/sa/en/p/franklin-bar-stool-with-backrest-foldable-black-black-50406465/,No,"Bar stool with backrest, foldable,          63 cm",K Hagberg/M Hagberg,44,95,50
90404879_FRANKLIN,Bar furniture,37.25,No old price,TRUE,https://www.ikea.com/sa/en/p/franklin-bar-stool-with-backrest-foldable-white-white-90404879/,No,"Bar stool with backrest, foldable,          74 cm",K Hagberg/M Hagberg,44,103,52
121766_INGOLF,Bar furniture,98.75,No old price,TRUE,https://www.ikea.com/sa/en/p/ingolf-bar-stool-with-backrest-white-00121766/,No,"Bar stool with backrest,          74 cm",Carina Bengs,45,102,40
397736_NORRARYD,Bar furniture,98.75,No old price,TRUE,https://www.ikea.com/sa/en/p/norraryd-bar-stool-with-backrest-black-00397736/,No,"Bar stool with backrest,          74 cm",Nike Karlsson,47,103,46
50420329_FREKVENS,Bar furniture,44.25,SR 295,TRUE,https://www.ikea.com/sa/en/p/frekvens-bar-stool-with-backrest-in-outdoor-black-50420329/,No,"Bar stool with backrest, in/outdoor,          74 cm",Nicholai Wiig Hansen,53,104,43
400550_EKEDALEN,Bar furniture,86.25,No old price,TRUE,https://www.ikea.com/sa/en/p/ekedalen-bar-stool-with-backrest-brown-orrsta-light-grey-00400550/,No,"Bar stool with backrest,          75 cm",Ehlén Johansson,52,114,43
40426138_HENRIKSDAL,Bar furniture,98.75,No old price,TRUE,https://www.ikea.com/sa/en/p/henriksdal-bar-stool-with-backrest-frame-dark-brown-40426138/,No,"Bar stool with backrest frame,          74 cm",Karl Malmvall,51,102,40
70246089_JANINGE,Bar furniture,148.75,No old price,TRUE,https://www.ikea.com/sa/en/p/janinge-bar-stool-white-70246089/,No,"Bar stool,          76 cm",John/Jonas/Petrus/Paul/Caroline,36,84,38
60406785_FRANKLIN,Bar furniture,37.25,No old price,TRUE,https://www.ikea.com/sa/en/p/franklin-bar-stool-with-backrest-foldable-black-black-60406785/,No,"Bar stool with backrest, foldable,          74 cm",K Hagberg/M Hagberg,44,103,52
30352246_RÅSKOG,Bar furniture,43.75,No old price,TRUE,https://www.ikea.com/sa/en/p/raskog-bar-stool-black-30352246/,No,"Bar stool,          63 cm",Nike Karlsson,44,63,44
10281354_JANINGE,Bar furniture,148.75,No old price,TRUE,https://www.ikea.com/sa/en/p/janinge-bar-stool-grey-10281354/,No,"Bar stool,          76 cm",John/Jonas/Petrus/Paul/Caroline,36,84,38
400545_EKEDALEN,Bar furniture,86.25,No old price,TRUE,https://www.ikea.com/sa/en/p/ekedalen-bar-stool-with-backrest-white-orrsta-light-grey-00400545/,No,"Bar stool with backrest,          75 cm",Ehlén Johansson,51,114,43
10400540_EKEDALEN,Bar furniture,86.25,No old price,TRUE,https://www.ikea.com/sa/en/p/ekedalen-bar-stool-with-backrest-dark-brown-orrsta-light-grey-10400540/,No,"Bar stool with backrest,          75 cm",Ehlén Johansson,52,114,43
90319918_HENRIKSDAL,Bar furniture,173.75,No old price,TRUE,https://www.ikea.com/sa/en/p/henriksdal-bar-stool-with-backrest-brown-black-glose-black-90319918/,No,"Bar stool with backrest,          74 cm",Karl Malmvall,51,102,40
39184324_HENRIKSDAL,Bar furniture,108.75,No old price,TRUE,https://www.ikea.com/sa/en/p/henriksdal-bar-stool-with-backrest-brown-black-graesbo-white-s39184324/,No,"Bar stool with backrest,          74 cm",IKEA of Sweden/Karl Malmvall,51,102,40
20429010_NORRÅKER,Bar furniture,98.75,No old price,TRUE,https://www.ikea.com/sa/en/p/norraker-bar-stool-with-backrest-birch-20429010/,Yes,"Bar stool with backrest,          74 cm",J Karlsson/N Karlsson,48,100,42
80369112_NORDVIKEN,Bar furniture,68.75,No old price,FALSE,https://www.ikea.com/sa/en/p/nordviken-bar-stool-with-backrest-black-80369112/,No,"Bar stool with backrest,          75 cm",Francis Cayouette,47,101,40
272656_BERNHARD,Bar furniture,186.25,No old price,TRUE,https://www.ikea.com/sa/en/p/bernhard-bar-stool-with-backrest-chrome-plated-mjuk-kavat-white-00272656/,No,"Bar stool with backrest,          66 cm",Ola Wihlborg,50,90,48
30135658_GLENN,Bar furniture,111.25,No old price,TRUE,https://www.ikea.com/sa/en/p/glenn-bar-stool-white-chrome-plated-30135658/,Yes,"Bar stool,          77 cm",Marcus Arvonen,52,100,50
30308395_RÅSKOG,Bar furniture,43.75,No old price,TRUE,https://www.ikea.com/sa/en/p/raskog-bar-stool-beige-30308395/,No,"Bar stool,          63 cm",Nike Karlsson,44,63,44
49278341_BRIMNES,Beds,223.75,SR 925,TRUE,https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-luroey-s49278341/,No,"Bed frame w storage and headboard,          90x200 cm",IKEA of Sweden/K Hagberg/M Hagberg,54,110,96
89326463_PLATSA,Beds,527.75,"SR 2,205",TRUE,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-4-drawers-white-fonnes-s89326463/,No,"Bed frame with 4 drawers,          140x244x163 cm",Ola Wihlborg/IKEA of Sweden,40,43,140
50468953_VATTVIKEN,Beds,248.75,No old price,TRUE,https://www.ikea.com/sa/en/p/vattviken-armchair-bed-lerhaga-light-grey-50468953/,No,Armchair-bed,"504.689.53 Small and easy-to-place chair-bed which can easily be converted into a single bed.The storage space under the seat has room for bedlinen or other things.Just as nice to look at from all sides – perfect to place in the middle of the room or use as a room divider.The cushion cover is easy to keep clean and fresh, as you can take it off and machine-wash it.Easy to assemble.1 cushion included.",83,86,92
20400691_BRIMNES,Beds,143.75,No old price,TRUE,https://www.ikea.com/sa/en/p/brimnes-bed-frame-with-storage-white-20400691/,No,"Bed frame with storage,          90x200 cm",K Hagberg/M Hagberg,54,47,96
19175957_MALM,Beds,230,No old price,TRUE,https://www.ikea.com/sa/en/p/malm-bed-frame-high-w-2-storage-boxes-white-s19175957/,Yes,"Bed frame, high, w 2 storage boxes,          180x200 cm",IKEA of Sweden/Eva Lilja Löwenhielm,59,15,196
79902935_BRIMNES,Beds,143.75,No old price,TRUE,https://www.ikea.com/sa/en/p/brimnes-bed-frame-with-storage-white-s79902935/,Yes,"Bed frame with storage,          140x200 cm",K Hagberg/M Hagberg/IKEA of Sweden,54,20,146
90349326_HEMNES,Beds,373.75,No old price,TRUE,https://www.ikea.com/sa/en/p/hemnes-day-bed-frame-with-3-drawers-white-90349326/,No,"Day-bed frame with 3 drawers,          80x200 cm",Carina Bengs,70,18,89
79012991_MALM,Beds,167.5,No old price,TRUE,https://www.ikea.com/sa/en/p/malm-bed-frame-high-w-2-storage-boxes-white-s79012991/,Yes,"Bed frame, high, w 2 storage boxes,          90x200 cm",Eva Lilja Löwenhielm,59,15,105
89305446_PLATSA,Beds,650.125,"SR 2,880",TRUE,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-10-doors-white-s89305446/,No,"Bed frame with 10 doors,          143x244x223 cm",IKEA of Sweden,40,43,143
90354327_HAMMARN,Beds,99.75,No old price,TRUE,https://www.ikea.com/sa/en/p/hammarn-sofa-bed-knisa-dark-grey-black-90354327/,No,"Sofa-bed,          120 cm",Jonas Hultqvist,85,78,128
9241420_NORDLI,Beds,572.5,No old price,TRUE,https://www.ikea.com/sa/en/p/nordli-bed-frame-w-storage-and-headboard-white-s09241420/,Yes,"Bed frame w storage and headboard,          140x200 cm",Ola Wihlborg,51,16,240
69241097_SONGESAND,Beds,142.5,No old price,TRUE,https://www.ikea.com/sa/en/p/songesand-bed-frame-with-2-storage-boxes-brown-s69241097/,Yes,"Bed frame with 2 storage boxes,          140x200 cm",IKEA of Sweden,64,14,153
60116960_LYCKSELE,Beds,25,No old price,TRUE,https://www.ikea.com/sa/en/p/lycksele-storage-box-2-seat-sofa-bed-black-60116960/,No,Storage box 2-seat sofa-bed,IKEA of Sweden,55,21,92
60372276_HEMNES,Beds,373.75,No old price,TRUE,https://www.ikea.com/sa/en/p/hemnes-day-bed-frame-with-3-drawers-grey-60372276/,No,"Day-bed frame with 3 drawers,          80x200 cm",Carina Bengs,70,18,89
99239451_SLÄKT,Beds,155,No old price,TRUE,https://www.ikea.com/sa/en/p/slaekt-underbed-with-storage-white-s99239451/,No,"Underbed with storage,          90x200 cm",Ebba Strandmark/IKEA of Sweden,57,45,95
9306416_NYHAMN,Beds,367.5,No old price,TRUE,https://www.ikea.com/sa/en/p/nyhamn-sofa-bed-with-triple-cushion-with-foam-mattress-skiftebo-yellow-s09306416/,Yes,Sofa-bed with triple cushion,IKEA of Sweden/L Hilland/Lisa Hilland,97,90,200
29291956_SLÄKT,Beds,348.75,No old price,TRUE,https://www.ikea.com/sa/en/p/slaekt-bed-frame-w-storage-slatted-bedbase-white-s29291956/,No,"Bed frame w storage+slatted bedbase,          90x200 cm",IKEA of Sweden/Ebba Strandmark,57,14,96
70284203_ASKEBY,Beds,248.75,No old price,TRUE,https://www.ikea.com/sa/en/p/askeby-two-seat-sofa-bed-black-70284203/,No,Two-seat sofa-bed,"702.842.03 A sofa-bed with small, neat dimensions which is easy to furnish with, even when space is limited.Readily converts into a bed.Fixed cover.",72,72,149
20228709_BRIMNES,Beds,55,No old price,TRUE,https://www.ikea.com/sa/en/p/brimnes-headboard-with-storage-compartment-white-20228709/,Yes,"Headboard with storage compartment,          140 cm",K Hagberg/M Hagberg,28,111,146
9186126_HEMNES,Beds,546.25,No old price,TRUE,https://www.ikea.com/sa/en/p/hemnes-day-bed-w-3-drawers-2-mattresses-white-husvika-firm-s09186126/,Yes,"Day-bed w 3 drawers/2 mattresses,          80x200 cm",Carina Bengs/IKEA of Sweden,70,18,89
40349847_NORDLI,Beds,398.75,No old price,TRUE,https://www.ikea.com/sa/en/p/nordli-bed-frame-with-storage-white-40349847/,Yes,"Bed frame with storage,          140x200 cm",Ola Wihlborg,51,16,140
39277498_VALLENTUNA,Beds,462,"SR 2,310",TRUE,https://www.ikea.com/sa/en/p/vallentuna-sofa-bed-module-with-backrests-orrsta-light-grey-s39277498/,Yes,Sofa-bed module with backrests,Fredriksson/L Löwenhielm/Hilland,93,84,113
40411410_VITVAL,Beds,50,No old price,TRUE,https://www.ikea.com/sa/en/p/vitval-desk-top-white-40411410/,No,"Desk top,          95x45 cm",IKEA of Sweden,45,73,95
89302914_PLATSA,Beds,576.75,"SR 2,560",TRUE,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-10-drawers-white-fonnes-s89302914/,No,"Bed frame with 10 drawers,          140x244x103 cm",IKEA of Sweden,40,43,140
10453086_PLATSA,Beds,298.75,No old price,TRUE,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-storage-white-10453086/,No,"Bed frame with storage,          140x200 cm",IKEA of Sweden,40,43,140
9324284_PLATSA,Beds,834.75,"SR 3,760",TRUE,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-6-doors-12-drawers-white-fonnes-s09324284/,No,"Bed frame with 6 doors+12 drawers,          140x244x203 cm",Ola Wihlborg/IKEA of Sweden,40,43,140
228705_BRIMNES,Beds,273.75,No old price,TRUE,https://www.ikea.com/sa/en/p/brimnes-day-bed-frame-with-2-drawers-white-00228705/,No,"Day-bed frame with 2 drawers,          80x200 cm",K Hagberg/M Hagberg,53,21,86
29241160_SONGESAND,Beds,311.25,No old price,TRUE,https://www.ikea.com/sa/en/p/songesand-bed-frame-with-4-storage-boxes-brown-loenset-s29241160/,Yes,"Bed frame with 4 storage boxes,          140x200 cm",IKEA of Sweden,64,14,153
89386070_SLÄKT,Beds,315,No old price,TRUE,https://www.ikea.com/sa/en/p/slaekt-bed-frame-with-3-storage-boxes-white-s89386070/,No,"Bed frame with 3 storage boxes,          90x200 cm",Ebba Strandmark/IKEA of Sweden,53,35,96
19166180_LYCKSELE MURBO,Beds,361.25,No old price,TRUE,https://www.ikea.com/sa/en/p/lycksele-murbo-two-seat-sofa-bed-ebbarp-black-white-s19166180/,Yes,Two-seat sofa-bed,IKEA of Sweden,100,87,142
99302918_PLATSA,Beds,441.75,"SR 1,885",TRUE,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-2-drawers-white-fonnes-s99302918/,No,"Bed frame with 2 drawers,          142x244x103 cm",IKEA of Sweden,40,43,141
59302915_PLATSA,Beds,726.25,"SR 3,265",TRUE,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-4-doors-6-drawers-white-fonnes-ridabu-s59302915/,No,"Bed frame with 4 doors+6 drawers,          140x200x223 cm",IKEA of Sweden,40,43,141
9149879_VALLENTUNA,Beds,290,"SR 1,450",TRUE,https://www.ikea.com/sa/en/p/vallentuna-sofa-bed-module-hillared-dark-grey-s09149879/,Yes,Sofa-bed module,Fredriksson/L Löwenhielm/Hilland,100,45,80
400692_BRIMNES,Beds,55,SR 250,TRUE,https://www.ikea.com/sa/en/p/brimnes-headboard-with-storage-compartment-white-00400692/,No,"Headboard with storage compartment,          90 cm",K Hagberg/M Hagberg,28,110,96
99302975_PLATSA,Beds,540.875,"SR 2,360",TRUE,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-2-door-3-drawers-white-fonnes-s99302975/,No,"Bed frame with 2 door+3 drawers,          142x244x163 cm",IKEA of Sweden,40,43,141
70340567_GRÄLVIKEN,Beds,498.75,No old price,TRUE,https://www.ikea.com/sa/en/p/graelviken-3-seat-sofa-bed-grey-70340567/,No,3-seat sofa-bed,IKEA of Sweden,86,74,225
89240761_HOLMSUND,Beds,573.75,No old price,TRUE,https://www.ikea.com/sa/en/p/holmsund-three-seat-sofa-bed-orrsta-light-white-grey-s89240761/,Yes,Three-seat sofa-bed,K Hagberg/M Hagberg,99,96,230
9302913_PLATSA,Beds,402.75,"SR 1,715",TRUE,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-4-drawers-white-fonnes-s09302913/,No,"Bed frame with 4 drawers,          142x244x43 cm",IKEA of Sweden,40,42,141
29278101_GRÖNLID,Beds,898.75,No old price,TRUE,https://www.ikea.com/sa/en/p/groenlid-2-seat-sofa-bed-ljungen-dark-red-s29278101/,Yes,2-seat sofa-bed,IKEA of Sweden/Francis Cayouette/Ehlén Johansson,98,104,196
49278591_GRÖNLID,Beds,1902.5,No old price,TRUE,https://www.ikea.com/sa/en/p/groenlid-corner-sofa-bed-5-seat-with-chaise-longue-ljungen-dark-red-s49278591/,Yes,"Corner sofa-bed, 5-seat",Francis Cayouette/Ehlén Johansson/IKEA of Sweden,164,104,252
19129932_BRIMNES,Beds,448.75,No old price,TRUE,https://www.ikea.com/sa/en/p/brimnes-day-bed-w-2-drawers-2-mattresses-white-malfors-medium-firm-s19129932/,Yes,"Day-bed w 2 drawers/2 mattresses,          80x200 cm",IKEA of Sweden/K Hagberg/M Hagberg,53,21,86
80362974_SLÄKT,Beds,73.75,No old price,TRUE,https://www.ikea.com/sa/en/p/slaekt-storage-box-with-castors-80362974/,No,"Storage box with castors,          62x62x35 cm",Ebba Strandmark,53,35,62
9217849_BRÅTHULT,Beds,497.75,"SR 2,100",TRUE,https://www.ikea.com/sa/en/p/brathult-corner-sofa-bed-borred-grey-green-s09217849/,Yes,Corner sofa-bed,Lisa Hilland/David Wahl/IKEA of Sweden,78,69,212
19302917_PLATSA,Beds,552.5,"SR 2,395",TRUE,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-storage-white-s19302917/,No,"Bed frame with storage,          140x244x223 cm",IKEA of Sweden,40,43,140
9306435_NYHAMN,Beds,361.25,No old price,TRUE,https://www.ikea.com/sa/en/p/nyhamn-3-seat-sofa-bed-with-pocket-spring-mattress-skiftebo-yellow-s09306435/,Yes,3-seat sofa-bed,IKEA of Sweden/L Hilland/Lisa Hilland,97,90,200
29277639_LIDHULT,Beds,2396.25,No old price,TRUE,https://www.ikea.com/sa/en/p/lidhult-corner-sofa-bed-6-seat-with-chaise-longue-lejde-red-brown-red-brown-s29277639/,Yes,"Corner sofa-bed, 6-seat",Henrik Preutz/IKEA of Sweden,164,102,387
9278003_VALLENTUNA,Beds,1445,"SR 7,225",TRUE,https://www.ikea.com/sa/en/p/vallentuna-modular-corner-sofa-3-seat-sofa-bed-and-storage-murum-white-s09278003/,Yes,Modular corner sofa 3-seat+sofa-bed,Ehlén Johansson,93,84,266
19290014_LIDHULT,Beds,835,No old price,TRUE,https://www.ikea.com/sa/en/p/lidhult-2-seat-sofa-bed-section-lejde-grey-black-s19290014/,Yes,2-seat sofa-bed section,IKEA of Sweden/Henrik Preutz,97,95,160
89300750_FLOTTEBO,Beds,559,"SR 2,795",TRUE,https://www.ikea.com/sa/en/p/flottebo-sofa-bed-with-side-table-gunnared-medium-grey-s89300750/,Yes,"Sofa-bed with side table,          120 cm",C Halskov/H Dalsgaard,120,79,200
49292686_VIMLE,Beds,1161.25,No old price,TRUE,https://www.ikea.com/sa/en/p/vimle-3-seat-sofa-bed-with-chaise-longue-gunnared-medium-grey-s49292686/,Yes,3-seat sofa-bed,Ehlén Johansson/IKEA of Sweden,98,83,271
49306443_NYHAMN,Beds,323.75,No old price,TRUE,https://www.ikea.com/sa/en/p/nyhamn-3-seat-sofa-bed-with-foam-mattress-skiftebo-yellow-s49306443/,Yes,3-seat sofa-bed,IKEA of Sweden/L Hilland/Lisa Hilland,97,90,200
79150746_HOLMSUND,Beds,748.75,No old price,TRUE,https://www.ikea.com/sa/en/p/holmsund-corner-sofa-bed-nordvalla-medium-grey-s79150746/,Yes,Corner sofa-bed,K Hagberg/M Hagberg/IKEA of Sweden,151,96,230
29277724_VALLENTUNA,Beds,1080,"SR 5,400",TRUE,https://www.ikea.com/sa/en/p/vallentuna-2-seat-modular-sofa-w-2-sofa-beds-murum-white-s29277724/,Yes,2-seat modular sofa w 2 sofa-beds,Ehlén Johansson,113,84,186
59297481_FLOTTEBO,Beds,399,"SR 1,995",TRUE,https://www.ikea.com/sa/en/p/flottebo-sofa-bed-vissle-dark-grey-s59297481/,Yes,"Sofa-bed,          90 cm",C Halskov/H Dalsgaard,90,79,200
9306355_NYHAMN,Beds,380,No old price,TRUE,https://www.ikea.com/sa/en/p/nyhamn-sofa-bed-with-triple-cushion-with-pocket-spring-mattress-knisa-grey-beige-s09306355/,Yes,Sofa-bed with triple cushion,IKEA of Sweden/L Hilland,97,90,200
20249896_SVÄRTA,Beds,75,SR 375,TRUE,https://www.ikea.com/sa/en/p/svaerta-desk-top-silver-colour-20249896/,No,Desk top,Tord Björklund,88,2,200
29266184_LIDHULT,Beds,1946.25,No old price,TRUE,https://www.ikea.com/sa/en/p/lidhult-corner-sofa-bed-5-seat-lejde-grey-black-s29266184/,Yes,"Corner sofa-bed, 5-seat",IKEA of Sweden/Henrik Preutz,98,102,294
29278158_GRÖNLID,Beds,1067.5,No old price,TRUE,https://www.ikea.com/sa/en/p/groenlid-3-seat-sofa-bed-with-open-end-ljungen-medium-grey-s29278158/,Yes,3-seat sofa-bed,Francis Cayouette/Ehlén Johansson/IKEA of Sweden,98,104,231
60431563_FRIHETEN,Beds,461.25,No old price,TRUE,https://www.ikea.com/sa/en/p/friheten-3-seat-sofa-bed-skiftebo-blue-60431563/,Yes,3-seat sofa-bed,IKEA of Sweden,105,83,225
29285521_VIMLE,Beds,736.25,No old price,TRUE,https://www.ikea.com/sa/en/p/vimle-2-seat-sofa-bed-section-gunnared-beige-s29285521/,Yes,2-seat sofa-bed section,Ehlén Johansson/IKEA of Sweden,98,83,160
89278481_GRÖNLID,Beds,1197.5,No old price,TRUE,https://www.ikea.com/sa/en/p/groenlid-3-seat-sofa-bed-with-chaise-longue-inseros-white-s89278481/,Yes,3-seat sofa-bed,IKEA of Sweden/Ehlén Johansson/Francis Cayouette,164,104,277
19290603_LIDHULT,Beds,1210.25,"SR 5,640",TRUE,https://www.ikea.com/sa/en/p/lidhult-2-seat-sofa-bed-section-grann-bomstad-dark-brown-s19290603/,No,2-seat sofa-bed section,IKEA of Sweden/Henrik Preutz,97,95,160
59277652_VALLENTUNA,Beds,733,"SR 3,665",TRUE,https://www.ikea.com/sa/en/p/vallentuna-2-seat-modular-sofa-with-sofa-bed-and-storage-hillared-light-blue-s59277652/,Yes,2-seat modular sofa with sofa-bed,IKEA of Sweden/Fredriksson/L Löwenhielm/Hilland,113,84,186
69278415_GRÖNLID,Beds,1097.5,No old price,TRUE,https://www.ikea.com/sa/en/p/groenlid-3-seat-sofa-bed-ljungen-light-green-s69278415/,Yes,3-seat sofa-bed,Francis Cayouette/Ehlén Johansson/IKEA of Sweden,98,104,267
19285588_VIMLE,Beds,838.75,No old price,TRUE,https://www.ikea.com/sa/en/p/vimle-2-seat-sofa-bed-gunnared-medium-grey-s19285588/,Yes,2-seat sofa-bed,IKEA of Sweden/Ehlén Johansson,98,83,190
29297454_FLOTTEBO,Beds,419,"SR 2,095",TRUE,https://www.ikea.com/sa/en/p/flottebo-sofa-bed-with-side-table-vissle-purple-s29297454/,Yes,"Sofa-bed with side table,          90 cm",C Halskov/H Dalsgaard,90,79,200
99280884_LYCKSELE LÖVÅS,Beds,336.25,No old price,TRUE,https://www.ikea.com/sa/en/p/lycksele-loevas-2-seat-sofa-bed-vallarum-cerise-s99280884/,Yes,2-seat sofa-bed,IKEA of Sweden,100,87,142
9278569_GRÖNLID,Beds,1527.5,No old price,TRUE,https://www.ikea.com/sa/en/p/groenlid-corner-sofa-bed-4-seat-with-open-end-sporda-natural-s09278569/,Yes,"Corner sofa-bed, 4-seat",Ehlén Johansson/Francis Cayouette/IKEA of Sweden,98,104,235
19299726_VIMLE,Beds,1941.25,No old price,TRUE,https://www.ikea.com/sa/en/p/vimle-corner-sofa-bed-5-seat-with-chaise-longue-dalstorp-multicolour-s19299726/,Yes,"Corner sofa-bed, 5-seat",Ehlén Johansson/IKEA of Sweden,98,83,349
29257066_LIDHULT,Beds,1010,No old price,TRUE,https://www.ikea.com/sa/en/p/lidhult-2-seat-sofa-bed-lejde-grey-black-s29257066/,Yes,2-seat sofa-bed,IKEA of Sweden/Henrik Preutz,98,102,208
39292465_VIMLE,Beds,1030,No old price,TRUE,https://www.ikea.com/sa/en/p/vimle-3-seat-sofa-bed-with-open-end-tallmyra-black-grey-s39292465/,Yes,3-seat sofa-bed,Ehlén Johansson/IKEA of Sweden,98,83,246
69292275_VIMLE,Beds,1066.25,No old price,TRUE,https://www.ikea.com/sa/en/p/vimle-3-seat-sofa-bed-gunnared-beige-s69292275/,Yes,3-seat sofa-bed,Ehlén Johansson/IKEA of Sweden,98,83,261
69297471_FLOTTEBO,Beds,499,"SR 2,495",TRUE,https://www.ikea.com/sa/en/p/flottebo-sofa-bed-vissle-purple-s69297471/,Yes,"Sofa-bed,          120 cm",C Halskov/H Dalsgaard,120,79,200
39266094_LIDHULT,Beds,1460,No old price,TRUE,https://www.ikea.com/sa/en/p/lidhult-3-seat-sofa-bed-with-chaise-longue-lejde-grey-black-s39266094/,Yes,3-seat sofa-bed,IKEA of Sweden/Henrik Preutz,164,102,298
89149936_LYCKSELE HÅVET,Beds,411.25,No old price,TRUE,https://www.ikea.com/sa/en/p/lycksele-havet-two-seat-sofa-bed-vallarum-grey-s89149936/,Yes,Two-seat sofa-bed,IKEA of Sweden,100,87,142
39277196_GRÖNLID,Beds,786.25,No old price,TRUE,https://www.ikea.com/sa/en/p/groenlid-2-seat-sofa-bed-section-ljungen-dark-red-s39277196/,Yes,2-seat sofa-bed section,IKEA of Sweden/Francis Cayouette/Ehlén Johansson,98,104,160
59266074_LIDHULT,Beds,1968.25,"SR 9,430",TRUE,https://www.ikea.com/sa/en/p/lidhult-3-seat-sofa-bed-with-chaise-longue-grann-bomstad-dark-brown-s59266074/,No,3-seat sofa-bed,Henrik Preutz/IKEA of Sweden,164,102,298
39266008_LIDHULT,Beds,1388.25,"SR 6,530",TRUE,https://www.ikea.com/sa/en/p/lidhult-2-seat-sofa-bed-grann-bomstad-dark-brown-s39266008/,No,2-seat sofa-bed,IKEA of Sweden/Henrik Preutz,98,102,208
59297141_JONAXEL,Bookcases & shelving units,33.75,SR 138,TRUE,https://www.ikea.com/sa/en/p/jonaxel-frame-with-mesh-baskets-s59297141/,No,"Frame with mesh baskets,          25x51x70 cm",IKEA of Sweden,51,70,25
59201841_OLAUS,Bookcases & shelving units,72.5,SR 350,TRUE,https://www.ikea.com/sa/en/p/olaus-1-shelf-section-s59201841/,No,"1 shelf section,          92x36x181 cm",IKEA of Sweden,36,181,92
59297674_JONAXEL,Bookcases & shelving units,228.75,"SR 1,023",TRUE,https://www.ikea.com/sa/en/p/jonaxel-frame-mesh-baskts-clths-rl-shlv-uts-s59297674/,No,"Frame/mesh baskts/clths rl/shlv uts,          198x51x173 cm",IKEA of Sweden,51,173,198
450347_KOLBJÖRN,Bookcases & shelving units,86.25,No old price,TRUE,https://www.ikea.com/sa/en/p/kolbjoern-cabinet-in-outdoor-green-00450347/,No,"Cabinet in/outdoor,          80x81 cm",IKEA of Sweden,35,81,80
69297287_JONAXEL,Bookcases & shelving units,93.75,SR 437,TRUE,https://www.ikea.com/sa/en/p/jonaxel-shelving-unit-s69297287/,No,"Shelving unit,          182x51x160 cm",IKEA of Sweden,51,160,182
70261131_GERSBY,Bookcases & shelving units,23.75,No old price,TRUE,https://www.ikea.com/sa/en/p/gersby-bookcase-white-70261131/,No,"Bookcase,          60x180 cm",IKEA of Sweden,24,180,60
20275814_KALLAX,Bookcases & shelving units,28.75,No old price,TRUE,https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-20275814/,Yes,"Shelving unit,          77x77 cm",Tord Björklund,39,77,77
60282186_LACK,Bookcases & shelving units,49.75,No old price,TRUE,https://www.ikea.com/sa/en/p/lack-wall-shelf-unit-white-60282186/,Yes,"Wall shelf unit,          30x190 cm",C Halskov/H Dalsgaard,28,190,30
278578_HYLLIS,Bookcases & shelving units,14.75,No old price,TRUE,https://www.ikea.com/sa/en/p/hyllis-shelving-unit-in-outdoor-galvanised-00278578/,No,"Shelving unit,          60x27x140 cm",IKEA of Sweden,27,140,60
80275887_KALLAX,Bookcases & shelving units,62.5,No old price,TRUE,https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-80275887/,Yes,"Shelving unit,          77x147 cm",Tord Björklund,39,147,77
50419972_JONAXEL,Bookcases & shelving units,43.75,No old price,TRUE,https://www.ikea.com/sa/en/p/jonaxel-shelving-unit-white-50419972/,No,"Shelving unit,          80x38x160 cm",IKEA of Sweden,38,160,80
30428326_HYLLIS,Bookcases & shelving units,9.75,No old price,TRUE,https://www.ikea.com/sa/en/p/hyllis-shelving-unit-in-outdoor-30428326/,No,"Shelving unit,          60x27x74 cm",IKEA of Sweden,27,74,60
40178591_LAIVA,Bookcases & shelving units,21.25,No old price,TRUE,https://www.ikea.com/sa/en/p/laiva-bookcase-black-brown-40178591/,No,"Bookcase,          62x165 cm",Jon Karlsson,24,165,62
