date;station/location;station_name;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;sre000m0;tre200m0;tre200mn;tre200mx;ure200m0
2003-06-01;BAS;Basel / Binningen;279;0;53;979.3;21.0;17215;23.3;12.9;35.9;62.9
2003-05-01;BAS;Basel / Binningen;194;0;76;981.0;80.4;9348;15.3;3.2;28.1;73.2
2003-04-01;BAS;Basel / Binningen;189;0;60;978.0;53.5;12294;10.7;-3.8;27.0;60.2
2003-03-01;BAS;Basel / Binningen;145;0;51;985.1;16.0;12261;8.7;-1.6;22.0;60.3
2003-02-01;BAS;Basel / Binningen;84;2;59;982.6;29.6;7056;0.2;-10.8;14.2;70.5
2003-01-01;BAS;Basel / Binningen;35;1;80;979.3;53.2;2594;1.2;-11.2;15.9;80.6
2002-12-01;BAS;Basel / Binningen;24;0;91;978.5;47.4;1442;5.1;-2.6;14.7;85.5
2002-11-01;BAS;Basel / Binningen;36;0;83;973.7;177.3;2481;7.9;1.9;16.3;87.2
2002-10-01;BAS;Basel / Binningen;82;0;79;977.7;154.9;5879;10.8;2.3;22.5;80.7
2002-09-01;BAS;Basel / Binningen;125;0;69;980.8;100.3;7843;13.8;2.3;25.4;82.1
2002-08-01;BAS;Basel / Binningen;179;0;65;978.4;110.3;9960;18.5;10.9;30.9;79.3
2002-07-01;BAS;Basel / Binningen;207;0;60;978.8;93.9;11753;18.8;9.1;30.4;73.1
2002-06-01;BAS;Basel / Binningen;248;0;57;979.7;79.3;14396;19.5;8.4;34.5;70.6
2002-05-01;BAS;Basel / Binningen;184;0;72;978.0;142.5;9541;13.5;1.2;29.5;75.3
2002-04-01;BAS;Basel / Binningen;174;0;66;977.5;42.7;9558;10.1;-1.4;22.5;63.8
2002-03-01;BAS;Basel / Binningen;132;0;63;981.3;24.7;9579;8.2;-3.4;20.9;68.1
2002-02-01;BAS;Basel / Binningen;57;0;81;980.2;65.3;3038;6.9;-3.5;17.1;73.0
2002-01-01;BAS;Basel / Binningen;49;1;65;989.1;9.7;5815;1.4;-10.0;15.8;80.8
2001-12-01;BAS;Basel / Binningen;35;1;72;985.9;27.9;3685;0.9;-13.0;12.9;78.3
2001-11-01;BAS;Basel / Binningen;50;0;70;985.3;75.2;4429;3.7;-4.4;13.2;85.8
2001-10-01;BAS;Basel / Binningen;104;0;57;982.5;64.3;9636;14.2;6.4;26.9;84.2
2001-09-01;BAS;Basel / Binningen;116;0;80;978.7;84.7;5227;12.7;3.8;23.7;80.8
2001-08-01;BAS;Basel / Binningen;210;0;54;980.7;45.7;14703;20.3;9.3;33.6;71.1
2001-07-01;BAS;Basel / Binningen;229;0;57;979.4;75.0;14932;19.7;10.9;31.0;71.1
2001-06-01;BAS;Basel / Binningen;232;0;60;981.3;120.4;13863;16.2;4.9;31.2;71.1
2001-05-01;BAS;Basel / Binningen;209;0;71;979.4;117.8;13263;15.7;4.9;29.3;75.1
2001-04-01;BAS;Basel / Binningen;136;0;83;977.7;110.2;5863;8.5;-0.3;22.9;73.3
2001-03-01;BAS;Basel / Binningen;82;0;86;970.7;188.8;3774;8.5;-0.4;21.5;77.1
2001-02-01;BAS;Basel / Binningen;71;0;71;981.5;20.5;5169;4.8;-4.2;16.6;72.1
2001-01-01;BAS;Basel / Binningen;39;0;77;976.8;81.2;4066;3.5;-4.4;14.7;78.2
2000-12-01;BAS;Basel / Binningen;34;0;78;976.1;40.9;3974;5.6;-2.1;15.6;78.4
2000-11-01;BAS;Basel / Binningen;44;0;76;972.7;87.8;3947;7.7;0.6;14.7;77.2
2000-10-01;BAS;Basel / Binningen;79;0;76;978.9;63.5;5433;11.9;3.3;20.1;80.0
2000-09-01;BAS;Basel / Binningen;154;0;60;978.8;54.4;12583;16.6;8.4;27.0;75.1
2000-08-01;BAS;Basel / Binningen;198;0;48;981.4;98.0;14818;20.2;11.7;33.0;72.3
2000-07-01;BAS;Basel / Binningen;201;0;66;977.9;138.7;11094;17.4;9.3;33.0;72.5
2000-06-01;BAS;Basel / Binningen;262;0;48;983.5;67.4;16786;19.0;7.5;32.6;64.6
2000-05-01;BAS;Basel / Binningen;214;0;65;979.7;54.6;12134;16.2;6.5;28.5;69.2
2000-04-01;BAS;Basel / Binningen;159;0;71;971.7;53.5;9427;11.3;-1.6;27.7;68.6
2000-03-01;BAS;Basel / Binningen;109;0;71;983.4;34.1;7915;7.6;-2.2;19.3;66.4
2000-02-01;BAS;Basel / Binningen;62;0;73;986.3;74.5;4844;5.7;-2.2;19.5;75.6
2000-01-01;BAS;Basel / Binningen;38;1;73;988.3;19.3;4477;2.0;-10.6;10.7;79.4
1999-12-01;BAS;Basel / Binningen;32;0;84;978.3;119.9;3103;3.7;-6.2;13.9;77.2
1999-11-01;BAS;Basel / Binningen;43;1;72;984.3;59.0;4424;3.7;-5.3;17.0;81.9
1999-10-01;BAS;Basel / Binningen;87;0;72;980.9;98.2;7293;10.8;1.0;18.9;80.7
1999-09-01;BAS;Basel / Binningen;143;0;62;976.9;102.0;10792;17.8;11.5;29.5;76.0
1999-08-01;BAS;Basel / Binningen;180;0;69;978.0;102.1;10673;19.3;10.4;30.0;75.8
1999-07-01;BAS;Basel / Binningen;222;0;62;979.9;132.2;13597;20.2;9.7;32.2;72.2
1999-06-01;BAS;Basel / Binningen;231;0;68;982.1;126.4;12056;16.6;7.5;29.3;71.7
1999-05-01;BAS;Basel / Binningen;192;0;68;979.2;141.3;10540;16.1;7.5;30.8;74.7
1999-04-01;BAS;Basel / Binningen;144;0;78;977.9;93.8;6871;10.3;1.4;22.4;72.0
1999-03-01;BAS;Basel / Binningen;103;0;74;976.3;48.6;7270;7.4;-0.7;20.0;73.6
1999-02-01;BAS;Basel / Binningen;58;9;81;981.0;84.8;3392;1.4;-14.2;12.4;79.0
1999-01-01;BAS;Basel / Binningen;46;1;65;980.7;42.7;6244;3.5;-6.0;13.5;77.3
1998-12-01;BAS;Basel / Binningen;36;1;68;985.2;21.9;5019;2.4;-5.3;13.6;80.4
1998-11-01;BAS;Basel / Binningen;49;0;72;982.1;62.7;5056;3.2;-8.8;14.8;79.0
1998-10-01;BAS;Basel / Binningen;67;0;80;979.4;89.3;4224;11.1;3.5;23.5;78.6
1998-09-01;BAS;Basel / Binningen;127;0;72;976.5;118.7;7533;14.8;5.4;26.7;78.5
1998-08-01;BAS;Basel / Binningen;205;0;49;981.7;73.2;15667;19.1;6.0;34.9;68.0
1998-07-01;BAS;Basel / Binningen;210;0;65;978.9;101.9;11416;19.4;9.9;35.3;67.9
1998-06-01;BAS;Basel / Binningen;239;0;69;980.9;75.0;13348;18.2;5.2;32.7;68.0
1998-05-01;BAS;Basel / Binningen;234;0;51;978.8;49.5;14685;15.6;3.3;29.5;64.1
1998-04-01;BAS;Basel / Binningen;143;0;78;969.9;100.5;7512;9.8;0.0;22.9;71.3
1998-03-01;BAS;Basel / Binningen;119;0;70;985.7;36.8;8684;7.2;-3.0;23.3;63.9
1998-02-01;BAS;Basel / Binningen;88;0;46;989.0;24.5;9369;4.7;-7.5;16.9;73.6
1998-01-01;BAS;Basel / Binningen;38;0;72;981.7;52.6;4565;3.6;-6.9;14.5;74.5
1997-12-01;BAS;Basel / Binningen;24;1;85;977.4;91.3;1875;3.6;-3.3;15.9;82.5
1997-11-01;BAS;Basel / Binningen;48;0;74;973.3;51.9;4240;5.8;-3.8;14.5;81.7
1997-10-01;BAS;Basel / Binningen;97;0;58;980.7;43.5;9631;10.0;-4.8;25.3;76.6
1997-09-01;BAS;Basel / Binningen;168;0;50;984.3;64.6;14313;15.9;4.8;29.7;77.2
1997-08-01;BAS;Basel / Binningen;200;0;51;980.4;24.7;13929;21.0;12.1;31.0;72.1
1997-07-01;BAS;Basel / Binningen;211;0;66;981.4;122.8;12083;18.1;10.2;28.1;74.5
1997-06-01;BAS;Basel / Binningen;198;0;81;975.0;133.2;8285;17.0;8.3;30.5;72.6
1997-05-01;BAS;Basel / Binningen;223;0;61;979.1;59.1;13897;14.5;4.3;28.0;65.8
1997-04-01;BAS;Basel / Binningen;204;0;50;982.3;55.1;14426;9.2;-2.1;22.4;58.0
1997-03-01;BAS;Basel / Binningen;125;0;59;987.2;17.6;9134;8.9;-0.6;20.8;69.7
1997-02-01;BAS;Basel / Binningen;77;0;65;986.4;57.2;6583;5.8;-2.8;16.6;71.3
1997-01-01;BAS;Basel / Binningen;32;6;79;984.0;31.7;2861;-1.6;-12.2;8.5;86.5
1996-12-01;BAS;Basel / Binningen;29;0;78;976.2;68.8;3203;0.1;-15.0;10.5;85.6
1996-11-01;BAS;Basel / Binningen;39;1;81;976.1;120.1;3163;5.8;-2.0;18.3;81.5
1996-10-01;BAS;Basel / Binningen;77;0;76;981.8;92.1;6536;10.6;1.3;20.6;81.5
1996-09-01;BAS;Basel / Binningen;136;0;66;978.7;40.8;8783;12.1;3.8;22.5;77.2
1996-08-01;BAS;Basel / Binningen;177;0;68;979.6;124.0;10414;17.9;9.4;29.7;77.0
1996-07-01;BAS;Basel / Binningen;227;0;55;981.5;92.7;14136;18.2;8.9;29.0;69.5
1996-06-01;BAS;Basel / Binningen;238;0;53;983.3;77.9;14342;18.0;7.9;31.9;67.7
1996-05-01;BAS;Basel / Binningen;164;0;76;977.1;89.2;8305;12.8;4.0;29.1;77.9
1996-04-01;BAS;Basel / Binningen;179;0;71;979.1;27.3;11109;10.7;-2.0;26.9;63.2
1996-03-01;BAS;Basel / Binningen;131;0;66;978.1;60.4;10003;4.4;-8.3;20.2;67.7
1996-02-01;BAS;Basel / Binningen;67;1;74;976.0;32.7;5166;0.8;-8.0;13.5;75.5
1996-01-01;BAS;Basel / Binningen;41;0;79;976.5;7.0;4036;1.0;-4.3;10.4;85.7
1995-12-01;BAS;Basel / Binningen;25;3;86;978.0;103.2;1389;1.0;-5.9;15.6;86.6
1995-11-01;BAS;Basel / Binningen;50;0;73;981.4;77.7;5053;4.8;-4.9;16.7;81.9
1995-10-01;BAS;Basel / Binningen;96;0;65;985.2;8.2;8361;13.9;5.8;25.4;85.6
1995-09-01;BAS;Basel / Binningen;118;0;79;977.5;95.2;6648;13.1;2.6;22.0;80.2
1995-08-01;BAS;Basel / Binningen;180;0;66;980.0;87.9;10598;18.7;6.7;31.4;76.0
1995-07-01;BAS;Basel / Binningen;254;0;53;979.4;101.2;16485;21.6;11.9;33.8;70.6
1995-06-01;BAS;Basel / Binningen;206;0;68;980.0;45.5;9312;15.6;7.0;30.4;74.3
1995-05-01;BAS;Basel / Binningen;195;0;70;979.1;180.7;11436;13.8;1.6;27.0;70.6
1995-04-01;BAS;Basel / Binningen;152;0;75;979.7;46.1;8030;10.0;-0.2;22.6;71.9
1995-03-01;BAS;Basel / Binningen;122;0;68;978.8;93.0;8488;5.2;-2.6;18.8;68.0
1995-02-01;BAS;Basel / Binningen;66;0;80;979.6;86.2;4299;6.5;-0.4;16.3;76.7
1995-01-01;BAS;Basel / Binningen;40;2;75;981.2;89.4;3835;1.7;-10.0;14.7;77.4
1994-12-01;BAS;Basel / Binningen;29;0;84;985.0;82.6;2575;4.9;-2.1;13.8;81.4
1994-11-01;BAS;Basel / Binningen;46;0;76;983.7;29.5;3526;8.8;-0.6;16.2;87.7
1994-10-01;BAS;Basel / Binningen;92;0;65;980.0;57.3;7896;10.1;-0.8;22.8;81.5
1994-09-01;BAS;Basel / Binningen;114;0;80;978.4;100.7;5451;14.6;4.8;24.9;82.4
1994-08-01;BAS;Basel / Binningen;194;0;60;979.2;96.2;12553;20.1;9.4;34.3;72.2
1994-07-01;BAS;Basel / Binningen;237;0;54;980.4;39.0;14726;22.4;11.4;33.7;68.1
1994-06-01;BAS;Basel / Binningen;225;0;68;982.4;49.7;11982;17.9;6.4;30.7;71.8
1994-05-01;BAS;Basel / Binningen;175;0;75;976.9;172.7;8287;13.9;3.5;24.7;78.5
1994-04-01;BAS;Basel / Binningen;131;0;79;975.5;84.8;6238;8.4;-1.2;25.2;75.4
1994-03-01;BAS;Basel / Binningen;103;0;76;983.4;26.9;6138;10.3;-0.8;23.1;67.9
1994-02-01;BAS;Basel / Binningen;56;0;84;977.1;54.3;2558;3.3;-4.9;15.5;80.0
1994-01-01;BAS;Basel / Binningen;41;0;76;979.5;54.8;3971;3.8;-7.6;14.9;79.9
1993-12-01;BAS;Basel / Binningen;27;0;89;976.6;72.6;1629;5.5;-2.2;17.9;76.3
1993-11-01;BAS;Basel / Binningen;38;0;84;982.3;10.5;2196;2.3;-8.2;16.3;81.2
1993-10-01;BAS;Basel / Binningen;52;0;86;977.3;84.5;2570;8.8;-0.3;18.7;86.2
1993-09-01;BAS;Basel / Binningen;117;0;79;976.3;127.0;6913;13.7;3.4;25.9;81.7
1993-08-01;BAS;Basel / Binningen;204;0;56;981.9;90.2;14791;18.4;6.5;31.6;72.0
1993-07-01;BAS;Basel / Binningen;211;0;64;981.4;101.4;11561;18.3;7.9;32.9;70.8
1993-06-01;BAS;Basel / Binningen;217;0;68;980.1;89.4;11240;17.8;8.6;30.2;72.6
1993-05-01;BAS;Basel / Binningen;192;0;75;977.5;89.8;10088;15.1;6.1;29.4;73.0
1993-04-01;BAS;Basel / Binningen;174;0;74;975.1;49.0;10190;11.8;0.2;27.6;66.7
1993-03-01;BAS;Basel / Binningen;136;1;53;983.9;20.9;10637;5.6;-9.2;20.4;65.5
1993-02-01;BAS;Basel / Binningen;75;1;69;990.0;18.0;5961;0.7;-11.6;9.1;81.4
1993-01-01;BAS;Basel / Binningen;43;0;69;989.2;26.5;4538;4.4;-12.0;18.0;78.8
1992-12-01;BAS;Basel / Binningen;30;0;63;982.1;65.4;3600;2.2;-7.6;15.9;83.1
1992-11-01;BAS;Basel / Binningen;37;0;79;981.7;124.0;3404;7.7;-1.1;18.4;83.8
1992-10-01;BAS;Basel / Binningen;53;0;88;973.0;99.7;2422;8.6;-0.9;20.0;82.6
1992-09-01;BAS;Basel / Binningen;137;0;61;982.8;30.9;9518;15.5;5.6;26.0;76.4
1992-08-01;BAS;Basel / Binningen;196;0;55;979.3;45.9;13591;21.4;11.0;34.3;68.0
1992-07-01;BAS;Basel / Binningen;219;0;70;981.0;92.9;12181;20.0;12.0;32.2;73.1
1992-06-01;BAS;Basel / Binningen;198;0;71;977.0;124.4;8350;16.8;8.4;29.5;75.8
1992-05-01;BAS;Basel / Binningen;219;0;61;981.2;33.7;12711;15.8;3.3;29.3;66.8
1992-04-01;BAS;Basel / Binningen;163;0;70;976.7;95.5;9279;9.7;0.7;25.8;66.6
1992-03-01;BAS;Basel / Binningen;104;0;73;979.8;51.6;6287;7.1;0.1;16.2;71.3
1992-02-01;BAS;Basel / Binningen;75;0;61;988.6;35.5;6235;3.1;-9.0;14.7;78.1
1992-01-01;BAS;Basel / Binningen;44;0;64;991.9;24.8;4636;0.2;-9.2;16.1;82.0
1991-12-01;BAS;Basel / Binningen;37;0;64;991.5;33.0;4051;0.6;-7.0;12.1;81.8
1991-11-01;BAS;Basel / Binningen;38;0;73;978.8;104.5;3593;5.4;-0.9;18.8;82.2
1991-10-01;BAS;Basel / Binningen;88;0;70;980.3;59.1;6916;9.6;-1.6;21.7;82.9
1991-09-01;BAS;Basel / Binningen;143;0;59;980.0;93.4;10968;17.0;6.6;28.3;74.6
1991-08-01;BAS;Basel / Binningen;223;0;43;982.3;12.2;16903;20.3;9.2;32.8;65.9
1991-07-01;BAS;Basel / Binningen;245;0;53;980.0;135.4;16110;20.7;10.9;32.5;69.7
1991-06-01;BAS;Basel / Binningen;207;0;74;979.0;138.8;9238;15.8;6.6;28.9;71.9
1991-05-01;BAS;Basel / Binningen;210;0;66;981.5;42.8;11775;11.1;1.5;24.6;67.6
1991-04-01;BAS;Basel / Binningen;174;0;65;978.6;29.7;11166;8.8;-2.5;20.6;64.2
1991-03-01;BAS;Basel / Binningen;96;0;71;976.4;58.1;5944;8.3;-2.4;20.3;77.0
1991-02-01;BAS;Basel / Binningen;81;1;61;979.8;14.4;6581;-0.3;-13.7;16.9;80.4
1991-01-01;BAS;Basel / Binningen;35;0;75;986.9;37.3;3770;2.4;-8.6;19.0;78.6
1990-12-01;BAS;Basel / Binningen;31;4;78;980.8;52.8;3085;1.6;-5.4;15.9;80.2
1990-11-01;BAS;Basel / Binningen;40;0;81;977.8;104.8;3308;5.6;-2.4;16.5;83.9
1990-10-01;BAS;Basel / Binningen;88;0;66;976.9;70.2;7527;12.3;1.6;24.4;80.4
1990-09-01;BAS;Basel / Binningen;152;0;61;981.3;69.3;10995;14.2;5.0;25.1;73.8
1990-08-01;BAS;Basel / Binningen;204;0;45;982.5;60.3;15444;19.6;8.5;32.9;67.7
1990-07-01;BAS;Basel / Binningen;241;0;46;982.2;94.1;15725;18.9;8.0;34.3;68.2
1990-06-01;BAS;Basel / Binningen;196;0;73;978.5;155.0;9103;16.3;7.4;30.7;74.7
1990-05-01;BAS;Basel / Binningen;234;0;55;981.4;33.1;14803;15.6;4.6;25.7;67.0
1990-04-01;BAS;Basel / Binningen;131;0;78;977.0;66.1;6191;8.3;0.1;21.4;73.2
1990-03-01;BAS;Basel / Binningen;127;0;56;990.1;25.3;10377;8.4;-3.0;24.9;67.4
1990-02-01;BAS;Basel / Binningen;74;0;61;980.1;62.6;6990;7.8;-1.5;21.4;72.2
1990-01-01;BAS;Basel / Binningen;51;0;54;986.5;20.9;7233;2.1;-6.2;14.3;79.6
1989-12-01;BAS;Basel / Binningen;38;0;61;978.5;67.8;5432;3.2;-6.5;20.1;78.6
1989-11-01;BAS;Basel / Binningen;60;0;48;980.2;43.3;7682;3.6;-8.5;19.1;81.5
1989-10-01;BAS;Basel / Binningen;91;0;51;983.9;44.6;9082;11.5;1.3;23.3;77.9
1989-09-01;BAS;Basel / Binningen;129;0;61;982.0;61.4;8481;15.1;3.3;28.8;78.5
1989-08-01;BAS;Basel / Binningen;200;0;55;979.1;69.2;13524;18.9;7.0;34.5;70.1
1989-07-01;BAS;Basel / Binningen;214;0;60;982.2;77.7;11897;19.6;8.6;33.0;70.6
1989-06-01;BAS;Basel / Binningen;238;0;59;980.2;46.1;12983;16.4;5.0;30.3;65.8
1989-05-01;BAS;Basel / Binningen;247;0;44;981.9;26.6;16467;15.4;1.5;27.1;64.8
1989-04-01;BAS;Basel / Binningen;98;0;90;972.0;116.9;3254;8.1;0.4;20.9;80.0
1989-03-01;BAS;Basel / Binningen;120;0;61;979.8;33.4;9805;9.3;-1.0;25.2;66.0
1989-02-01;BAS;Basel / Binningen;66;0;65;983.2;57.7;5687;4.0;-4.2;15.8;80.5
1989-01-01;BAS;Basel / Binningen;49;0;56;994.1;11.1;6591;2.2;-5.3;11.7;85.1
1988-12-01;BAS;Basel / Binningen;28;0;84;987.2;65.7;2931;4.1;-4.9;13.4;84.5
1988-11-01;BAS;Basel / Binningen;50;2;71;984.9;34.0;5110;3.9;-9.4;16.5;83.8
1988-10-01;BAS;Basel / Binningen;75;0;71;980.9;87.8;5900;11.3;-0.7;24.7;86.4
1988-09-01;BAS;Basel / Binningen;132;0;71;982.4;71.8;8246;14.9;6.8;27.4;78.1
1988-08-01;BAS;Basel / Binningen;199;0;55;978.9;90.7;13458;18.8;9.0;31.3;75.2
1988-07-01;BAS;Basel / Binningen;225;0;55;979.8;90.2;14056;18.5;9.9;33.5;72.3
1988-06-01;BAS;Basel / Binningen;224;0;69;977.7;82.3;10896;16.3;8.1;26.8;75.0
1988-05-01;BAS;Basel / Binningen;187;0;75;975.8;57.2;9107;14.7;3.3;26.1;76.8
1988-04-01;BAS;Basel / Binningen;163;0;66;976.9;30.4;9891;10.2;0.3;24.9;71.5
1988-03-01;BAS;Basel / Binningen;80;0;91;976.6;103.4;3438;5.2;-4.7;15.8;75.1
1988-02-01;BAS;Basel / Binningen;65;1;69;977.9;62.1;4843;3.3;-2.7;12.8;75.4
1988-01-01;BAS;Basel / Binningen;38;0;73;975.7;56.6;3494;5.2;-0.9;16.1;77.7
1987-12-01;BAS;Basel / Binningen;26;0;79;983.5;44.8;2672;3.2;-8.0;14.3;83.7
1987-11-01;BAS;Basel / Binningen;43;0;76;979.4;42.1;3675;6.2;-1.0;16.0;82.9
1987-10-01;BAS;Basel / Binningen;82;0;78;978.1;71.7;5688;11.4;4.8;21.0;80.8
1987-09-01;BAS;Basel / Binningen;147;0;65;981.5;128.3;10310;17.4;2.9;30.8;75.4
1987-08-01;BAS;Basel / Binningen;188;0;64;979.7;71.8;12287;18.2;7.5;31.3;71.8
1987-07-01;BAS;Basel / Binningen;201;0;68;979.3;94.9;9692;18.8;9.7;29.5;73.3
1987-06-01;BAS;Basel / Binningen;176;0;80;979.3;166.5;7607;15.3;7.3;31.3;75.8
1987-05-01;BAS;Basel / Binningen;170;0;73;978.6;128.5;8969;10.7;2.0;23.7;73.6
1987-04-01;BAS;Basel / Binningen;178;0;56;980.3;54.9;11411;10.8;-1.7;25.2;66.0
1987-03-01;BAS;Basel / Binningen;113;1;69;979.6;40.4;7490;3.1;-7.1;16.7;67.9
1987-02-01;BAS;Basel / Binningen;48;3;88;977.1;35.3;2132;2.2;-7.6;14.3;83.1
1987-01-01;BAS;Basel / Binningen;30;4;85;980.9;28.5;2226;-3.7;-23.3;13.3;82.6
1986-12-01;BAS;Basel / Binningen;36;1;69;983.9;61.4;4339;2.8;-8.2;11.8;81.8
1986-11-01;BAS;Basel / Binningen;54;0;58;985.6;35.7;6763;6.2;-2.5;16.3;81.1
1986-10-01;BAS;Basel / Binningen;94;0;64;983.0;62.6;8062;11.7;0.9;22.9;78.5
1986-09-01;BAS;Basel / Binningen;150;0;58;983.2;42.8;10676;14.1;4.7;29.1;76.5
1986-08-01;BAS;Basel / Binningen;191;0;60;978.9;103.4;11808;18.1;7.2;35.5;70.6
1986-07-01;BAS;Basel / Binningen;228;0;55;981.0;53.9;13509;18.7;8.4;31.7;65.9
1986-06-01;BAS;Basel / Binningen;224;0;58;979.6;66.9;12781;17.1;4.8;31.2;70.0
1986-05-01;BAS;Basel / Binningen;189;0;74;981.2;111.5;8434;15.0;5.8;28.4;74.1
1986-04-01;BAS;Basel / Binningen;106;0;88;973.0;164.4;3471;7.1;-4.3;19.6;76.7
1986-03-01;BAS;Basel / Binningen;107;10;70;978.8;30.1;5905;4.3;-7.0;15.8;73.8
1986-02-01;BAS;Basel / Binningen;63;14;81;973.8;57.1;1958;-5.0;-15.8;3.1;79.7
1986-01-01;BAS;Basel / Binningen;38;1;81;974.6;89.1;3501;2.3;-5.8;12.8;78.6
1985-12-01;BAS;Basel / Binningen;37;0;71;981.6;41.2;4156;4.0;-6.0;12.6;81.3
1985-11-01;BAS;Basel / Binningen;37;1;84;977.3;44.2;2262;2.1;-5.5;19.2;82.3
1985-10-01;BAS;Basel / Binningen;104;0;51;986.5;8.9;10297;10.1;-0.2;29.6;76.4
1985-09-01;BAS;Basel / Binningen;166;0;40;984.5;40.4;13807;16.0;4.8;27.7;72.5
1985-08-01;BAS;Basel / Binningen;213;0;51;980.3;39.3;14476;18.2;6.6;35.5;67.2
1985-07-01;BAS;Basel / Binningen;245;0;49;980.7;59.7;15295;19.8;10.5;35.5;67.3
1985-06-01;BAS;Basel / Binningen;227;0;73;978.7;78.7;10703;15.3;5.0;27.7;67.7
1985-05-01;BAS;Basel / Binningen;171;0;76;974.6;106.2;7131;13.1;-0.3;28.1;74.8
1985-04-01;BAS;Basel / Binningen;172;0;68;976.1;80.8;9547;9.8;-0.8;25.2;65.9
1985-03-01;BAS;Basel / Binningen;94;0;83;976.6;35.3;4688;4.7;-3.2;17.4;73.0
1985-02-01;BAS;Basel / Binningen;79;6;64;982.6;34.9;6376;0.1;-14.8;12.1;76.6
1985-01-01;BAS;Basel / Binningen;41;8;79;975.0;49.2;3007;-4.7;-20.6;9.8;84.4
1984-12-01;BAS;Basel / Binningen;34;0;74;985.3;43.7;3716;2.4;-4.3;10.5;87.4
1984-11-01;BAS;Basel / Binningen;53;0;64;974.3;35.9;5812;6.8;-0.1;19.8;83.9
1984-10-01;BAS;Basel / Binningen;83;0;69;981.7;49.6;6529;10.9;1.4;22.0;81.3
1984-09-01;BAS;Basel / Binningen;116;0;83;975.8;131.7;6691;13.9;7.0;29.2;79.0
1984-08-01;BAS;Basel / Binningen;180;0;60;980.4;59.3;10985;18.0;10.9;32.4;74.3
1984-07-01;BAS;Basel / Binningen;251;0;53;981.8;68.8;15103;18.7;7.6;34.8;66.0
1984-06-01;BAS;Basel / Binningen;244;0;60;979.8;41.8;13316;15.9;7.0;28.0;68.7
1984-05-01;BAS;Basel / Binningen;144;0;86;971.3;106.4;4306;10.6;0.1;20.7;76.8
1984-04-01;BAS;Basel / Binningen;177;0;60;979.8;21.2;11445;8.5;-0.3;24.7;65.3
1984-03-01;BAS;Basel / Binningen;127;0;50;977.1;23.6;9312;4.0;-5.7;16.0;69.5
1984-02-01;BAS;Basel / Binningen;63;1;69;982.0;52.9;4884;1.5;-6.9;11.0;75.9
1984-01-01;BAS;Basel / Binningen;37;1;78;977.8;86.5;2900;2.4;-4.5;14.0;80.2
1983-12-01;BAS;Basel / Binningen;40;0;58;982.1;35.6;5667;1.8;-6.7;15.9;82.9
1983-11-01;BAS;Basel / Binningen;56;0;66;982.2;26.0;5872;3.9;-6.2;17.1;82.3
1983-10-01;BAS;Basel / Binningen;86;0;64;986.4;38.3;7628;10.2;-0.4;25.3;79.6
1983-09-01;BAS;Basel / Binningen;143;0;59;981.7;79.7;10311;15.3;5.4;27.7;73.9
1983-08-01;BAS;Basel / Binningen;190;0;61;980.8;36.4;10843;19.3;7.7;30.2;69.4
1983-07-01;BAS;Basel / Binningen;270;0;34;980.8;39.8;17777;22.5;8.1;38.4;62.9
1983-06-01;BAS;Basel / Binningen;234;0;69;982.5;42.1;10491;17.8;5.5;29.6;67.5
1983-05-01;BAS;Basel / Binningen;160;0;85;975.1;172.5;6297;11.4;5.6;26.2;76.5
1983-04-01;BAS;Basel / Binningen;143;0;84;974.1;96.0;5827;10.0;1.5;21.2;71.7
1983-03-01;BAS;Basel / Binningen;105;0;69;981.5;72.0;6577;6.4;-1.4;18.1;75.2
1983-02-01;BAS;Basel / Binningen;68;3;65;980.9;46.8;4594;0.4;-8.5;14.8;73.6
1983-01-01;BAS;Basel / Binningen;40;0;68;991.6;42.8;4651;4.1;-4.2;13.2;80.5
1982-12-01;BAS;Basel / Binningen;24;0;80;979.7;112.9;1891;4.0;-4.5;14.0;82.5
1982-11-01;BAS;Basel / Binningen;50;0;65;980.8;35.9;5134;6.5;0.0;17.8;82.3
1982-10-01;BAS;Basel / Binningen;73;0;79;977.3;106.1;4685;10.5;1.6;20.2;83.0
1982-09-01;BAS;Basel / Binningen;151;0;56;982.2;40.6;10803;16.9;7.2;29.0;78.2
1982-08-01;BAS;Basel / Binningen;175;0;70;980.3;85.5;9352;17.6;8.7;30.6;76.8
1982-07-01;BAS;Basel / Binningen;218;0;59;980.7;152.7;11844;19.9;10.3;32.0;72.3
1982-06-01;BAS;Basel / Binningen;225;0;69;979.4;123.6;10074;17.6;9.0;29.1;72.1
1982-05-01;BAS;Basel / Binningen;229;0;60;982.6;68.2;13390;13.7;2.0;26.7;67.6
1982-04-01;BAS;Basel / Binningen;194;0;59;980.7;21.4;12210;8.5;-1.7;21.3;63.2
1982-03-01;BAS;Basel / Binningen;103;0;71;980.9;79.3;6848;5.6;-2.6;16.9;72.7
1982-02-01;BAS;Basel / Binningen;68;0;63;983.2;20.6;5308;2.0;-5.8;13.4;80.4
1982-01-01;BAS;Basel / Binningen;36;5;80;982.7;111.9;3289;0.6;-7.3;14.1;86.3
1981-12-01;BAS;Basel / Binningen;31;7;89;967.4;149.5;2425;1.9;-10.8;12.5;83.4
1981-11-01;BAS;Basel / Binningen;56;0;61;988.5;50.9;6431;5.2;-4.3;18.6;82.2
