erhebungsjahr;bfs_gemeindenummer;gemeinde;energietraeger_bezeichnung;co2_absolut_tonnen;co2_kg_pro_person
2018;2831;Pratteln;Heizöl;19518.493169999998;1.1715079028869815
2018;2831;Pratteln;Industrieabfall;7943.0318800000005;0.4767440057619591
2018;2832;Ramlinsburg;Flüssiggas;7.83025;0.010905640668523677
2018;2832;Ramlinsburg;Heizöl;914.37262;1.273499470752089
2018;2833;Seltisberg;Heizöl;1616.64817;1.2416652611367127
2018;2834;Ziefen;Flüssiggas;14.207460000000001;0.008986375711574953
2018;2834;Ziefen;Heizöl;2864.51523;1.8118375901328274
2018;2841;Anwil;Heizöl;415.31685;0.728626052631579
2018;2842;Böckten;Heizöl;1970.40105;2.426602278325123
2018;2843;Buckten;Heizöl;1379.50309;1.967907403708987
2018;2844;Buus;Heizöl;1233.13794;1.1589642293233084
2018;2845;Diepflingen;Flüssiggas;29.060719999999996;0.03859325365205843
2018;2845;Diepflingen;Heizöl;1192.6167599999999;1.5838203984063743
2018;2846;Gelterkinden;Flüssiggas;41.81512;0.006785965595585849
2018;2846;Gelterkinden;Heizöl;10065.40122;1.633463359298929
2018;2847;Häfelfingen;Heizöl;250.3181;0.9445966037735849
2018;2848;Hemmiken;Heizöl;322.76006;1.236628582375479
2018;2849;Itingen;Erdgas;9.372969999999999;0.004427477562588568
2018;2849;Itingen;Flüssiggas;7.74952;0.0036606140765233822
2018;2849;Itingen;Heizöl;3595.05639;1.6981844071799717
2018;2850;Känerkinden;Flüssiggas;6.942279999999999;0.013000524344569287
2018;2850;Känerkinden;Heizöl;610.78719;1.1437962359550562
2018;2851;Kilchberg;Heizöl;148.62736;0.9347632704402516
2018;2852;Läufelfingen;Flüssiggas;10.3327;0.007881540808543098
2018;2852;Läufelfingen;Heizöl;3175.88597;2.4224912051868803
2018;2853;Maisprach;Heizöl;914.08163;0.976582938034188
2018;2854;Nusshof;Heizöl;220.60133;0.8484666538461538
2018;2855;Oltingen;Flüssiggas;6.942279999999999;0.014802302771855009
2018;2855;Oltingen;Heizöl;265.14725;0.565345948827292
2018;2856;Ormalingen;Flüssiggas;17.920769999999997;0.008057900179856114
2018;2856;Ormalingen;Heizöl;2983.5143;1.3415082284172661
2018;2857;Rickenbach;Heizöl;616.84305;1.0280717499999998
2018;2858;Rothenfluh;Flüssiggas;2.58317;0.0033331225806451613
2018;2858;Rothenfluh;Heizöl;832.5768;1.0742926451612904
2018;2859;Rümlingen;Heizöl;880.78142;2.185561836228288
2018;2860;Rünenberg;Flüssiggas;4.03621;0.005214741602067183
2018;2860;Rünenberg;Heizöl;1061.21933;1.3710844056847544
2018;2861;Sissach;Flüssiggas;12.9189;0.0019290577870688368
2018;2861;Sissach;Heizöl;13278.68498;1.9827810930267287
2018;2862;Tecknau;Heizöl;1322.42364;1.5466943157894737
2018;2863;Tenniken;Flüssiggas;7.83025;0.008595225027442371
2018;2863;Tenniken;Heizöl;1169.78247;1.2840641822173438
2018;2864;Thürnen;Heizöl;2811.00718;2.0281437085137086
2018;2865;Wenslingen;Heizöl;882.43425;1.2222081024930749
2018;2866;Wintersingen;Heizöl;839.81919;1.3700149918433933
2018;2867;Wittinsburg;Heizöl;439.45437;1.038899219858156
2018;2868;Zeglingen;Flüssiggas;6.942279999999999;0.01394032128514056
2018;2868;Zeglingen;Heizöl;405.87962;0.8150193172690763
2018;2869;Zunzgen;Heizöl;3608.68139;1.4229816206624606
2018;2881;Arboldswil;Heizöl;591.10624;1.0280108521739129
2018;2882;Bennwil;Flüssiggas;15.33759;0.022960464071856288
2018;2882;Bennwil;Heizöl;757.6950200000001;1.1342739820359282
2018;2883;Bretzwil;Flüssiggas;2.58317;0.0033331225806451613
2018;2883;Bretzwil;Heizöl;1349.05456;1.7407155612903227
2018;2884;Diegten;Flüssiggas;5.01096;0.0030095855855855856
2018;2884;Diegten;Heizöl;2000.09774;1.2012599039039038
2018;2885;Eptingen;Heizöl;1286.8713;2.383095
2018;2886;Hölstein;Flüssiggas;3.87476;0.0015412728719172634
2018;2886;Hölstein;Heizöl;4081.17518;1.6233791487669054
2018;2887;Lampenberg;Heizöl;509.12944999999996;1.0022233267716536
2018;2888;Langenbruck;Heizöl;1887.06733;1.9119223201621074
2018;2889;Lauwil;Heizöl;323.54216;0.9924606134969326
2018;2890;Liedertswil;Heizöl;120.25203;0.7422964814814815
2018;2891;Niederdorf;Heizöl;3394.2923199999996;1.8670474807480746
2018;2892;Oberdorf;Heizöl;4055.05485;1.6694338616714697
2018;2893;Reigoldswil;Flüssiggas;7.83025;0.004903099561678147
2018;2893;Reigoldswil;Heizöl;2264.7535199999998;1.418129943644333
2018;2894;Titterten;Heizöl;419.48827;1.03068371007371
2018;2895;Waldenburg;Heizöl;2887.51559;2.589700080717489
2020;2761;Aesch;Erdgas;12677.61564;1.2180645311299
2020;2761;Aesch;Heizöl;9484.5726;0.9112771521906227
2020;2762;Allschwil;Erdgas;23418.646380000002;1.0997251176332474
2020;2762;Allschwil;Heizöl;13617.10324;0.6394507274007983
2020;2763;Arlesheim;Erdgas;11289.61694;1.2303418635571055
2020;2763;Arlesheim;Flüssiggas;30.51375;0.0033253868788142983
2020;2763;Arlesheim;Heizöl;8214.50713;0.8952165573234525
2020;2764;Biel-Benken;Flüssiggas;10.3327;0.0029229702970297033
2020;2764;Biel-Benken;Heizöl;4817.4573;1.3627884865629418
2020;2765;Binningen;Erdgas;17671.3347;1.1125242193402165
2020;2765;Binningen;Heizöl;8001.90288;0.5037712717199697
2020;2766;Birsfelden;Erdgas;9117.98812;0.8694562906455612
2020;2766;Birsfelden;Flüssiggas;28.09203;0.0026787479736817012
2020;2766;Birsfelden;Heizöl;9018.17181;0.8599381910937351
2020;2767;Bottmingen;Erdgas;6507.01776;0.9441407080673244
2020;2767;Bottmingen;Heizöl;3921.1465599999997;0.5689417527568195
2020;2768;Ettingen;Erdgas;3951.29068;0.7300980561714708
2020;2768;Ettingen;Flüssiggas;23.732910000000004;0.004385238359201775
2020;2768;Ettingen;Heizöl;4020.89635;0.7429594142645971
2020;2769;Münchenstein;Erdgas;16703.90249;1.3754860416666668
2020;2769;Münchenstein;Heizöl;11305.05343;0.9309167844202899
2020;2770;Muttenz;Erdgas;43870.78652;2.432131418117308
2020;2770;Muttenz;Flüssiggas;87.66651;0.00486010145248919
2020;2770;Muttenz;Heizöl;17188.15038;0.9528855959640758
2020;2770;Muttenz;Industrieabfall;77793.42856999999;4.312752443175517
2020;2771;Oberwil;Erdgas;9325.1971;0.8346936179735052
2020;2771;Oberwil;Heizöl;10405.61709;0.9314014581095597
2020;2772;Pfeffingen;Erdgas;1484.04943;0.6217215877670716
2020;2772;Pfeffingen;Heizöl;2045.09336;0.8567630330959364
2020;2773;Reinach;Erdgas;21497.13579;1.1181865170351106
2020;2773;Reinach;Flüssiggas;17.3557;0.0009027672301690507
2020;2773;Reinach;Heizöl;19637.41846;1.0214521955786735
2020;2773;Reinach;Industrieabfall;1060.61396;0.055168476462938876
2020;2774;Schönenbuch;Erdgas;1331.52912;0.9317908467459761
2020;2774;Schönenbuch;Heizöl;855.43059;0.5986218264520644
2020;2775;Therwil;Erdgas;6678.05117;0.6710260420016076
2020;2775;Therwil;Heizöl;8876.70098;0.8919514650321544
2020;2781;Blauen;Heizöl;1090.79083;1.5672282040229883
2020;2782;Brislach;Flüssiggas;2.58317;0.0015285029585798816
2020;2782;Brislach;Heizöl;3125.72571;1.8495418402366866
2020;2783;Burg im Leimental;Flüssiggas;6.942279999999999;0.024972230215827337
2020;2783;Burg im Leimental;Heizöl;491.92955;1.7695307553956834
2020;2784;Dittingen;Flüssiggas;4.03621;0.005574875690607734
2020;2784;Dittingen;Heizöl;1110.6582799999999;1.534058397790055
2020;2785;Duggingen;Erdgas;254.07043;0.16338934405144695
2020;2785;Duggingen;Flüssiggas;66.51676;0.042776051446945344
2020;2785;Duggingen;Heizöl;2355.28606;1.5146534147909967
2020;2786;Grellingen;Erdgas;95.4072;0.05137705977382876
2020;2786;Grellingen;Heizöl;3298.17735;1.7760782714054928
2020;2787;Laufen;Erdgas;16904.51077;2.9543010782943027
2020;2787;Laufen;Flüssiggas;220.22179;0.03848685599440755
2020;2787;Laufen;Heizöl;8148.83326;1.4241232541069555
2020;2788;Liesberg;Flüssiggas;5480.76462;4.884816951871658
2020;2788;Liesberg;Heizöl;4434.5594;3.952370231729055
2020;2789;Nenzlingen;Heizöl;472.50691;1.0570624384787473
2020;2790;Roggenburg;Heizöl;554.25899;2.037716875
2020;2791;Röschenz;Heizöl;2591.23223;1.3616564529689963
2020;2792;Wahlen;Heizöl;1817.03816;1.2227713055181697
2020;2793;Zwingen;Erdgas;311.2704;0.12622481751824818
2020;2793;Zwingen;Flüssiggas;35.92228;0.014567023519870236
2020;2793;Zwingen;Heizöl;4782.86632;1.9395240551500406
2020;2821;Arisdorf;Flüssiggas;7.74952;0.004662767749699158
2020;2821;Arisdorf;Heizöl;2523.31786;1.5182417930204573
2020;2822;Augst;Erdgas;1182.0111200000001;1.1193287121212123
2020;2822;Augst;Heizöl;1672.55143;1.5838555208333334
2020;2823;Bubendorf;Flüssiggas;1586.4656499999999;0.361217133424408
2020;2823;Bubendorf;Heizöl;7621.18468;1.735242413479053
2020;2823;Bubendorf;Industrieabfall;33.93602;0.007726780510018215
2020;2824;Frenkendorf;Erdgas;6251.4184000000005;0.9598370029172425
2020;2824;Frenkendorf;Heizöl;4140.04074;0.6356580285582681
2020;2825;Füllinsdorf;Erdgas;3868.28858;0.8389261721969203
2020;2825;Füllinsdorf;Heizöl;4500.99574;0.9761430795922794
2020;2826;Giebenach;Heizöl;1247.46956;1.1647708309990663
2020;2827;Hersberg;Heizöl;398.16566;1.1376161714285715
2020;2828;Lausen;Erdgas;4061.52637;0.7571823956002983
2020;2828;Lausen;Heizöl;3268.36001;0.6093139466815809
2020;2829;Liestal;Erdgas;23398.06428;1.6033758843281025
2020;2829;Liestal;Flüssiggas;66.83967;0.00458025560200096
2020;2829;Liestal;Heizöl;10871.89595;0.7450076029603234
2020;2830;Lupsingen;Heizöl;1457.66404;1.0122666944444445
2020;2831;Pratteln;Erdgas;33441.6447;2.0008163635275813
2020;2831;Pratteln;Flüssiggas;14.6918;0.0008790116070360178
2020;2831;Pratteln;Heizöl;18110.72173;1.0835659764269474
2020;2831;Pratteln;Industrieabfall;14338.312409999999;0.8578624153404331
2020;2832;Ramlinsburg;Flüssiggas;15.6605;0.02196423562412342
2020;2832;Ramlinsburg;Heizöl;869.67743;1.219743941093969
2020;2833;Seltisberg;Heizöl;1612.71033;1.234847113323124
2020;2834;Ziefen;Flüssiggas;18.08222;0.011245161691542289
2020;2834;Ziefen;Heizöl;2679.94025;1.6666295087064678
2020;2841;Anwil;Heizöl;421.81611;0.7683353551912568
2020;2842;Böckten;Heizöl;2020.05258;2.463478756097561
2020;2843;Buckten;Heizöl;1349.34141;1.9276305857142857
2020;2844;Buus;Heizöl;1204.35368;1.0988628467153285
2020;2845;Diepflingen;Flüssiggas;29.060719999999996;0.03779027308192457
2020;2845;Diepflingen;Heizöl;1128.38647;1.4673426137841352
2020;2846;Gelterkinden;Flüssiggas;41.97658;0.006695897272292231
2020;2846;Gelterkinden;Heizöl;8917.60371;1.422492217259531
2020;2847;Häfelfingen;Heizöl;218.30092;0.8838093927125505
2020;2848;Hemmiken;Heizöl;328.54811;1.2398041886792452
2020;2849;Itingen;Erdgas;9.70866;0.004459650895728066
2020;2849;Itingen;Flüssiggas;7.74952;0.003559724391364263
2020;2849;Itingen;Heizöl;3497.34411;1.6064970647680294
2020;2850;Känerkinden;Flüssiggas;6.942279999999999;0.012952014925373134
2020;2850;Känerkinden;Heizöl;627.1841;1.1701195895522387
2020;2851;Kilchberg;Heizöl;151.04026;0.9044326946107784
2020;2852;Läufelfingen;Flüssiggas;10.3327;0.008047274143302181
2020;2852;Läufelfingen;Heizöl;1977.02475;1.539738901869159
2020;2853;Maisprach;Heizöl;844.96836;0.9017805336179295
2020;2854;Nusshof;Heizöl;211.00408;0.8178452713178294
2020;2855;Oltingen;Flüssiggas;6.942279999999999;0.013829243027888445
2020;2855;Oltingen;Heizöl;266.19927;0.5302774302788845
2020;2856;Ormalingen;Flüssiggas;17.920769999999997;0.007853098159509202
2020;2856;Ormalingen;Heizöl;2985.3611600000004;1.3082213672217353
2020;2857;Rickenbach;Heizöl;617.71696;1.0347017755443886
2020;2858;Rothenfluh;Flüssiggas;5.16634;0.0066834928848641655
2020;2858;Rothenfluh;Heizöl;674.95506;0.8731630789133247
2020;2859;Rümlingen;Heizöl;834.2139;1.8959406818181817
2020;2860;Rünenberg;Flüssiggas;4.03621;0.005367300531914893
2020;2860;Rünenberg;Heizöl;1023.45496;1.3609773404255319
2020;2861;Sissach;Flüssiggas;12.403;0.0018511940298507462
2020;2861;Sissach;Heizöl;11490.65288;1.7150228179104476
2020;2862;Tecknau;Heizöl;1297.73631;1.5467655661501787
2020;2863;Tenniken;Flüssiggas;7.83025;0.008511141304347826
2020;2863;Tenniken;Heizöl;1099.58927;1.1952057282608695
2020;2864;Thürnen;Heizöl;2542.97052;1.8548289715536104
2020;2865;Wenslingen;Heizöl;905.40221;1.2934317285714285
2020;2866;Wintersingen;Heizöl;800.10153;1.2842721187800963
2020;2867;Wittinsburg;Heizöl;416.67228;0.9645191666666667
2020;2868;Zeglingen;Flüssiggas;6.942279999999999;0.014081703853955374
2020;2868;Zeglingen;Heizöl;378.74991;0.7682553955375253
2020;2869;Zunzgen;Heizöl;3528.43586;1.336022665656948
2020;2881;Arboldswil;Heizöl;586.79385;1.02228893728223
2020;2882;Bennwil;Flüssiggas;15.33759;0.022489134897360704
2020;2882;Bennwil;Heizöl;588.39415;0.8627480205278593
2020;2883;Bretzwil;Flüssiggas;2.58317;0.0034442266666666666
2020;2883;Bretzwil;Heizöl;1182.25261;1.5763368133333333
2020;2884;Diegten;Flüssiggas;4.10054;0.0025311975308641974
2020;2884;Diegten;Heizöl;1970.00199;1.2160506111111111
2020;2885;Eptingen;Heizöl;1156.18155;2.157055130597015
2020;2886;Hölstein;Flüssiggas;3.87476;0.0015024272974020938
2020;2886;Hölstein;Heizöl;3057.47222;1.1855262582396278
2020;2887;Lampenberg;Heizöl;500.18295;0.9637436416184972
2020;2888;Langenbruck;Heizöl;1805.04984;1.878303683662851
2020;2889;Lauwil;Heizöl;323.19275;1.032564696485623
2020;2890;Liedertswil;Heizöl;109.75262000000001;0.7126793506493507
2020;2891;Niederdorf;Heizöl;3011.54943;1.6322761138211384
2020;2892;Oberdorf;Heizöl;3761.5583899999997;1.5297106100040667
2020;2893;Reigoldswil;Flüssiggas;7.83025;0.004949589127686473
2020;2893;Reigoldswil;Heizöl;2163.12113;1.3673332048040454
2020;2894;Titterten;Heizöl;338.33817999999997;0.8017492417061611
2020;2895;Waldenburg;Heizöl;2547.30589;2.2403745734388743
2022;2761;Aesch;Erdgas;10112.02667;0.9478840148106487
2022;2761;Aesch;Heizöl;10659.96868;0.9992471578552682
2022;2762;Allschwil;Erdgas;21069.27423;0.9661702311184481
2022;2762;Allschwil;Heizöl;13059.45621;0.5988653281056542
2022;2763;Arlesheim;Erdgas;10330.96047;1.1069281549341048
2022;2763;Arlesheim;Flüssiggas;19.373810000000002;0.0020758394942676527
2022;2763;Arlesheim;Heizöl;7469.33754;0.8003147476695597
2022;2764;Biel-Benken;Heizöl;4754.00414;1.3096430137741046
2022;2765;Binningen;Erdgas;14832.06049;0.9367814368723552
2022;2765;Binningen;Heizöl;7291.96659;0.46055495420956233
2022;2766;Birsfelden;Erdgas;7444.1389500000005;0.7153011386566734
2022;2766;Birsfelden;Heizöl;7382.58357;0.7093863332372441
2022;2767;Bottmingen;Erdgas;5947.17972;0.8475387943565627
2022;2767;Bottmingen;Heizöl;3577.22883;0.5097946173578453
2022;2768;Ettingen;Erdgas;3460.27256;0.6159260519757921
2022;2768;Ettingen;Heizöl;3408.30413;0.6066757084371662
2022;2769;Münchenstein;Erdgas;14563.05272;1.1899863310998529
2022;2769;Münchenstein;Heizöl;9459.179180000001;0.7729350531132538
2022;2770;Muttenz;Erdgas;33474.976200000005;1.8513896465903437
2022;2770;Muttenz;Heizöl;25763.14263;1.424873769703003
2022;2770;Muttenz;Industrieabfall;74278.22176000001;4.108081508766109
2022;2771;Oberwil;Erdgas;8585.70619;0.7577851888790822
2022;2771;Oberwil;Heizöl;11530.02465;1.0176544263018534
2022;2772;Pfeffingen;Erdgas;1374.5171;0.5626349160867785
2022;2772;Pfeffingen;Heizöl;1780.46757;0.7288037535816619
2022;2773;Reinach;Erdgas;20477.19993;1.0424149832009773
2022;2773;Reinach;Heizöl;18931.674199999998;0.9637382508654041
2022;2773;Reinach;Industrieabfall;1102.0442;0.05610080431683975
2022;2774;Schönenbuch;Erdgas;1252.10959;0.843739615902965
2022;2774;Schönenbuch;Heizöl;838.2111;0.5648322776280323
2022;2775;Therwil;Erdgas;5905.02303;0.5869804204771372
2022;2775;Therwil;Heizöl;7524.71689;0.7479837862823061
2022;2781;Blauen;Heizöl;950.97373;1.3450830693069307
2022;2782;Brislach;Heizöl;2111.70294;1.2192280254041572
2022;2783;Burg im Leimental;Flüssiggas;6.942279999999999;0.025244654545454544
2022;2783;Burg im Leimental;Heizöl;425.88229;1.5486628727272729
2022;2784;Dittingen;Heizöl;1085.3089;1.4706082655826558
2022;2785;Duggingen;Erdgas;164.37355;0.10096655405405405
2022;2785;Duggingen;Flüssiggas;48.43454;0.029750945945945944
2022;2785;Duggingen;Heizöl;2021.89198;1.2419483906633908
2022;2786;Grellingen;Erdgas;133.34226999999998;0.06916092842323651
2022;2786;Grellingen;Heizöl;3025.07775;1.569023729253112
2022;2787;Laufen;Erdgas;10599.36474;1.7880169939271258
2022;2787;Laufen;Flüssiggas;142.63306;0.024060907557354926
2022;2787;Laufen;Heizöl;7529.66402;1.270186238191633
2022;2788;Liesberg;Flüssiggas;6470.0784699999995;5.849980533453888
2022;2788;Liesberg;Heizöl;3282.21604;2.9676456057866183
2022;2789;Nenzlingen;Heizöl;513.17238;1.0803629052631578
2022;2790;Roggenburg;Heizöl;507.05484;1.8919956716417912
2022;2791;Röschenz;Heizöl;2415.06054;1.2791634216101695
2022;2792;Wahlen;Heizöl;1672.36779;1.074786497429306
2022;2793;Zwingen;Erdgas;311.2704;0.11790545454545455
2022;2793;Zwingen;Heizöl;4804.84624;1.820017515151515
2022;2821;Arisdorf;Heizöl;2640.65873;1.5433423319696085
2022;2822;Augst;Erdgas;1096.70454;1.0211401675977654
2022;2822;Augst;Heizöl;1851.78788;1.7241972811918065
2022;2823;Bubendorf;Flüssiggas;1298.87128;0.291161461555705
2022;2823;Bubendorf;Heizöl;7181.77789;1.6099031360681462
2022;2823;Bubendorf;Industrieabfall;22.62401;0.005071510872001793
2022;2824;Frenkendorf;Erdgas;5789.50568;0.882008787324802
2022;2824;Frenkendorf;Heizöl;4346.89262;0.6622322699573431
2022;2825;Füllinsdorf;Erdgas;3720.48159;0.7980440990990991
2022;2825;Füllinsdorf;Heizöl;3686.55736;0.7907673444873444
2022;2826;Giebenach;Heizöl;1215.71905;1.0682944200351494
2022;2827;Hersberg;Heizöl;333.72843;0.9400800845070423
2022;2828;Lausen;Erdgas;3804.42888;0.6584335202492212
2022;2828;Lausen;Heizöl;2924.35592;0.5061190584977501
2022;2829;Liestal;Erdgas;15191.35074;0.98606716474101
2022;2829;Liestal;Flüssiggas;20.3425;0.0013204271063222122
2022;2829;Liestal;Heizöl;10611.88716;0.6888152122549656
2022;2830;Lupsingen;Heizöl;1334.45291;0.8878595542248835
2022;2831;Pratteln;Erdgas;28698.96586;1.7246974675480768
2022;2831;Pratteln;Heizöl;15694.633679999999;0.9431871201923077
2022;2831;Pratteln;Industrieabfall;23064.975899999998;1.3861163401442307
2022;2832;Ramlinsburg;Heizöl;756.23555;1.0191853773584905
2022;2833;Seltisberg;Heizöl;1233.01069;0.9448357777777778
2022;2834;Ziefen;Heizöl;2812.99827;1.71106950729927
2022;2841;Anwil;Heizöl;368.69468;0.6904394756554307
2022;2842;Böckten;Heizöl;1801.49854;2.207718799019608
2022;2843;Buckten;Heizöl;1247.0249000000001;1.7224100828729283
2022;2844;Buus;Heizöl;1077.2899;0.9491540969162996
2022;2845;Diepflingen;Heizöl;1026.42777;1.321013861003861
2022;2846;Gelterkinden;Flüssiggas;10.817039999999999;0.0017290664961636826
2022;2846;Gelterkinden;Heizöl;8249.85667;1.3187111045396418
2022;2847;Häfelfingen;Heizöl;557.39451;2.1773223046875
2022;2848;Hemmiken;Heizöl;302.96378;1.1179475276752766
2022;2849;Itingen;Erdgas;10.38857;0.004418787749893662
2022;2849;Itingen;Heizöl;3081.41218;1.3106814887282006
2022;2850;Känerkinden;Heizöl;503.4187;0.9570697718631179
2022;2851;Kilchberg;Heizöl;124.32783;0.7313401764705882
2022;2852;Läufelfingen;Heizöl;2085.08195;1.5571933905899924
2022;2853;Maisprach;Heizöl;787.03545;0.824120890052356
2022;2854;Nusshof;Heizöl;170.4542;0.6289822878228781
2022;2855;Oltingen;Heizöl;223.1851;0.42837831094049905
2022;2856;Ormalingen;Flüssiggas;10.978489999999999;0.004713821382567625
2022;2856;Ormalingen;Heizöl;2561.47719;1.099818458565908
2022;2857;Rickenbach;Heizöl;521.10215;0.8670584858569053
2022;2858;Rothenfluh;Flüssiggas;2.58317;0.0032615782828282827
2022;2858;Rothenfluh;Heizöl;808.97549;1.0214336994949496
2022;2859;Rümlingen;Heizöl;769.11667;1.7091481555555557
2022;2860;Rünenberg;Heizöl;977.13642;1.25595940874036
2022;2861;Sissach;Flüssiggas;7.83025;0.0011364658925979681
2022;2861;Sissach;Heizöl;11537.14685;1.6744770464441217
2022;2862;Tecknau;Heizöl;1194.14046;1.4580469597069599
2022;2863;Tenniken;Heizöl;1067.0551;1.1412354010695187
2022;2864;Thürnen;Heizöl;2698.36847;1.9150947267565648
2022;2865;Wenslingen;Heizöl;755.99722;1.0647848169014085
2022;2866;Wintersingen;Heizöl;734.81728;1.1608487835703
2022;2867;Wittinsburg;Heizöl;323.42565;0.746941454965358
2022;2868;Zeglingen;Heizöl;255.37331;0.49683523346303504
